disease,dataset,datasize,test_study,auc,f1,mcc,acc,confusion_matrix
CRC,3,5k,PRJNA318004,0.7402668759811617,0.6456913163292792,0.3151628571887021,0.6710526315789473,[[107  23] [ 52  46]]
CRC,3,5k,PRJDB11845,0.7523076923076923,0.4805555555555556,0.20431793704418932,0.5686274509803921,[[ 8 42] [ 2 50]]
CRC,3,5k,PRJNA290926,0.6923076923076922,0.5626845352804937,0.31661073144765983,0.6196078431372549,[[125   5] [ 92  33]]
CRC,3,5k,PRJNA824020,0.710955710955711,0.5865865865865865,0.27634546314925934,0.6440677966101694,[[30  3] [18  8]]
CRC,3,5k,PRJEB6070,0.835609756097561,0.7009857612267251,0.4533445920743236,0.7032967032967034,[[28 22] [ 5 36]]
CRC,3,5k,PRJNA430990,0.7715530656707127,0.65013179966451,0.3540740940713351,0.726027397260274,[[87 32] [ 8 19]]
CRC,3,5k,PRJEB36789,0.876393694732795,0.7633149171270718,0.5641381002023329,0.7712418300653595,[[73 29] [ 6 45]]
CRC,3,1k,PRJNA318004,0.6116954474097331,0.4764570809360406,0.19843284562967087,0.6096491228070176,[[127   3] [ 86  12]]
CRC,3,1k,PRJDB11845,0.7184615384615384,0.6818713450292397,0.3772706277340823,0.6862745098039216,[[29 21] [11 41]]
CRC,3,1k,PRJNA290926,0.6019692307692308,0.33766233766233766,0.0,0.5098039215686274,[[130   0] [125   0]]
CRC,3,1k,PRJNA824020,0.6037296037296038,0.6075388026607539,0.2657751573657664,0.6440677966101694,[[28  5] [16 10]]
CRC,3,1k,PRJEB6070,0.6560975609756098,0.4340796019900498,0.0701334384369672,0.5604395604395604,[[47  3] [37  4]]
CRC,3,1k,PRJNA430990,0.6887643946467477,0.6723702664796635,0.35238586300347524,0.7808219178082192,[[99 20] [12 15]]
CRC,3,1k,PRJEB36789,0.7147251057285658,0.44089790439257215,0.16275769175423188,0.6797385620915033,[[102   0] [ 49   2]]
CRC,4,8w,PRJNA318004,0.7771585557299844,0.7196660842554844,0.5044484188373938,0.75,[[123   7] [ 50  48]]
CRC,4,8w,PRJDB11845,0.773076923076923,0.48484848484848486,0.16315140703770106,0.5490196078431373,[[46  4] [42 10]]
CRC,4,8w,PRJNA290926,0.7756923076923077,0.5870188115111499,0.3909428589093416,0.6431372549019608,[[129   1] [ 90  35]]
CRC,4,8w,PRJNA824020,0.7261072261072261,0.6449160595502058,0.3441788287886675,0.6779661016949152,[[29  4] [15 11]]
CRC,4,8w,PRJEB6070,0.8117073170731708,0.6189569851541683,0.3911417516945732,0.6373626373626373,[[19 31] [ 2 39]]
CRC,4,8w,PRJNA430990,0.8148148148148148,0.6209076540979905,0.32676078291874594,0.684931506849315,[[80 39] [ 7 20]]
CRC,4,8w,PRJEB36789,0.9183006535947713,0.4974379188017344,0.3273268353539886,0.5098039215686274,[[27 75] [ 0 51]]
CRC,4,16w,PRJNA318004,0.7726059654631083,0.6790775697510749,0.36981773444894767,0.6798245614035088,[[83 47] [26 72]]
CRC,4,16w,PRJDB11845,0.7961538461538462,0.7143408981168518,0.43214932192154015,0.7156862745098039,[[33 17] [12 40]]
CRC,4,16w,PRJNA290926,0.7305230769230769,0.6289088940029781,0.38703963748441006,0.6627450980392157,[[123   7] [ 79  46]]
CRC,4,16w,PRJNA824020,0.6993006993006993,0.5868347338935574,0.3464815675719615,0.6610169491525424,[[32  1] [19  7]]
CRC,4,16w,PRJEB6070,0.8248780487804878,0.6996699669966997,0.46448734320867024,0.7032967032967034,[[27 23] [ 4 37]]
CRC,4,16w,PRJNA430990,0.7892934951758481,0.7267919615979173,0.4551394908237209,0.8424657534246576,[[109  10] [ 13  14]]
CRC,4,16w,PRJEB36789,0.8910034602076125,0.7602787832946135,0.5568181818181818,0.8104575163398693,[[97  5] [24 27]]
CRC,4,4w,PRJNA318004,0.78861852433281,0.7017543859649124,0.4317111459968603,0.7017543859649122,[[80 50] [18 80]]
CRC,4,4w,PRJDB11845,0.811153846153846,0.5666194574572394,0.3517896646716064,0.6176470588235294,[[49  1] [38 14]]
CRC,4,4w,PRJNA290926,0.7369846153846153,0.5891706360325021,0.3609539281509757,0.6392156862745098,[[126   4] [ 88  37]]
CRC,4,4w,PRJNA824020,0.7284382284382284,0.6402439024390244,0.4179531540382884,0.6949152542372882,[[32  1] [17  9]]
CRC,4,4w,PRJEB6070,0.8214634146341463,0.7346938775510203,0.5167534774045314,0.7362637362637363,[[30 20] [ 4 37]]
CRC,4,4w,PRJNA430990,0.8039215686274509,0.7337386018237082,0.47724802165216246,0.8561643835616438,[[112   7] [ 14  13]]
CRC,4,4w,PRJEB36789,0.874086889657824,0.6851666764654006,0.4610054485521032,0.7712418300653595,[[99  3] [32 19]]
CRC,4,2k,PRJNA318004,0.6820251177394034,0.6075572565457747,0.2242379627180404,0.6271929824561403,[[97 33] [52 46]]
CRC,4,2k,PRJDB11845,0.6000000000000001,0.61133365901319,0.23738976917244908,0.6176470588235294,[[25 25] [14 38]]
CRC,4,2k,PRJNA290926,0.7121230769230769,0.5685887494713098,0.3243589743589744,0.6235294117647059,[[125   5] [ 91  34]]
CRC,4,2k,PRJNA824020,0.6585081585081586,0.358695652173913,0.0,0.559322033898305,[[33  0] [26  0]]
CRC,4,2k,PRJEB6070,0.78,0.6431372549019608,0.35314545914378465,0.6483516483516484,[[24 26] [ 6 35]]
CRC,4,2k,PRJNA430990,0.7289137877373172,0.4254421317149495,0.18578581929421964,0.4315068493150685,[[39 80] [ 3 24]]
CRC,4,2k,PRJEB36789,0.8540945790080737,0.6789542335393863,0.41838430541062477,0.7581699346405228,[[96  6] [31 20]]
CRC,4,2w,PRJNA318004,0.7535321821036107,0.7058570568504343,0.4719463459969217,0.7368421052631579,[[121   9] [ 51  47]]
CRC,4,2w,PRJDB11845,0.8280769230769229,0.7185652345289713,0.4853626716970754,0.7254901960784313,[[45  5] [23 29]]
CRC,4,2w,PRJNA290926,0.7224615384615385,0.5779423018740323,0.3684139483959219,0.6352941176470588,[[128   2] [ 91  34]]
CRC,4,2w,PRJNA824020,0.703962703962704,0.5868347338935574,0.3464815675719615,0.6610169491525424,[[32  1] [19  7]]
CRC,4,2w,PRJEB6070,0.8239024390243903,0.7125850340136054,0.4710985585270437,0.7142857142857143,[[29 21] [ 5 36]]
CRC,4,2w,PRJNA430990,0.7961406784936197,0.6621004566210045,0.3605196590373813,0.7465753424657534,[[91 28] [ 9 18]]
CRC,4,2w,PRJEB36789,0.8685121107266436,0.7778584392014518,0.5703176639051589,0.7908496732026143,[[79 23] [ 9 42]]
CRC,4,1w,PRJNA318004,0.729199372056515,0.6180610378357563,0.2734321512819075,0.618421052631579,[[67 63] [24 74]]
CRC,4,1w,PRJDB11845,0.7234615384615385,0.33766233766233766,0.0,0.5098039215686274,[[ 0 50] [ 0 52]]
CRC,4,1w,PRJNA290926,0.7243076923076923,0.6260932567406716,0.41723004164453653,0.6666666666666666,[[127   3] [ 82  43]]
CRC,4,1w,PRJNA824020,0.6934731934731935,0.6596153846153846,0.38764210332006027,0.6949152542372882,[[30  3] [15 11]]
CRC,4,1w,PRJEB6070,0.8595121951219512,0.6711526479750779,0.45836206991819206,0.6813186813186813,[[23 27] [ 2 39]]
CRC,4,1w,PRJNA430990,0.8366013071895425,0.7775238095238095,0.5941870298151419,0.8904109589041096,[[117   2] [ 14  13]]
CRC,4,1w,PRJEB36789,0.9190695886197616,0.8080645161290322,0.6408699444616558,0.8169934640522876,[[79 23] [ 5 46]]
CRC,4,5k,PRJNA318004,0.7415227629513343,0.6380455872841659,0.2761163890344368,0.6447368421052632,[[89 41] [40 58]]
CRC,4,5k,PRJDB11845,0.7542307692307693,0.7048611111111112,0.418496424470305,0.7058823529411765,[[39 11] [19 33]]
CRC,4,5k,PRJNA290926,0.7238153846153846,0.6161740558292282,0.3779088206699875,0.6549019607843137,[[124   6] [ 82  43]]
CRC,4,5k,PRJNA824020,0.6386946386946387,0.5418464193270061,0.09154267201374253,0.5423728813559322,[[17 16] [11 15]]
CRC,4,5k,PRJEB6070,0.7639024390243903,0.6788365583546306,0.40740432717592334,0.6813186813186813,[[27 23] [ 6 35]]
CRC,4,5k,PRJNA430990,0.7121070650482416,0.6440911499735029,0.3597435563025966,0.8424657534246576,[[116   3] [ 20   7]]
CRC,4,5k,PRJEB36789,0.8840830449826989,0.7748233908948194,0.550992681044342,0.803921568627451,[[89 13] [17 34]]
CRC,4,1k,PRJNA318004,0.640894819466248,0.40209790209790214,0.07865171263473933,0.5789473684210527,[[128   2] [ 94   4]]
CRC,4,1k,PRJDB11845,0.6365384615384615,0.3289473684210526,0.0,0.49019607843137253,[[50  0] [52  0]]
CRC,4,1k,PRJNA290926,0.6111384615384615,0.4966868743831947,0.15,0.5607843137254902,[[117  13] [ 99  26]]
CRC,4,1k,PRJNA824020,0.6293706293706294,0.5595585848750406,0.18707276376508486,0.6101694915254238,[[28  5] [18  8]]
CRC,4,1k,PRJEB6070,0.6234146341463415,0.5727699530516432,0.16366536629909317,0.5934065934065934,[[37 13] [24 17]]
CRC,4,1k,PRJNA430990,0.6666666666666666,0.446969696969697,-0.03955709590666522,0.8082191780821918,[[118   1] [ 27   0]]
CRC,4,1k,PRJEB36789,0.8214148404459823,0.4,0.0,0.6666666666666666,[[102   0] [ 51   0]]
