,Aerobic,Anaerobic,Contains_Mobile_Elements,Facultatively_Anaerobic,Forms_Biofilms,Gram_Negative,Gram_Positive,Potentially_Pathogenic,Stress_Tolerant,Oxygen_Preference,Gram_Status
DQ325890.1.1356,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU509896.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ326830.1.1351,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ326162.1.1335,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU472558.1.1391,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU469483.1.1387,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU508214.1.1391,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU470464.1.1376,1,0,0.004310345,0,0.0,1,0,0.00729927,0.0,Aerobic,Gram_Negative
EU471213.1.1366,0,0,0.237068966,1,0.058823529,1,0,0.255474453,0.525423729,Facultatively_Anaerobic,Gram_Negative
DQ326208.1.1350,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ327133.1.1349,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EU471000.1.1390,0,0,0.784482759,1,0.529411765,1,0,0.795620438,1.084745763,Facultatively_Anaerobic,Gram_Negative
EU469887.1.1377,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ325862.1.1349,0,1,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ455857.1.1455,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU474318.1.1395,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ456046.1.1458,1,0,0.030172414,0,0.029411765,1,0,0.03649635,0.06779661,Aerobic,Gram_Negative
DQ325602.1.1340,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU469747.1.1392,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU467376.1.1388,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ326680.1.1351,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ326634.1.1352,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
EU474489.1.1369,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU468457.1.1347,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456166.1.1450,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU471880.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ326339.1.1382,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU472153.1.1362,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU475416.1.1402,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HM278922.1.1358,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
EU475693.1.1380,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU509831.1.1391,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU475191.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU531962.1.1391,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU471242.1.1407,0,0,0.237068966,1,0.058823529,1,0,0.255474453,0.525423729,Facultatively_Anaerobic,Gram_Negative
EU469788.1.1437,0,1,0.012931034,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU475035.1.1367,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ325692.1.1352,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ455828.1.1453,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ326059.1.1335,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456247.1.1440,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ326268.1.1334,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU469748.1.1389,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456090.1.1455,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ326531.1.1351,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU472601.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU474413.1.1398,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU510433.1.1393,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456076.1.1438,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ326782.1.1351,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ456463.1.1450,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ326866.1.1353,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HM286061.1.1379,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU474431.1.1383,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU474214.1.1372,1,0,0.004310345,0,0.029411765,1,0,0.00729927,0.016949153,Aerobic,Gram_Negative
DQ456395.1.1455,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ016596.1.1355,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ327487.1.1353,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU469676.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ456017.1.1452,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ326785.1.1353,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
HM283141.1.1350,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ326950.1.1352,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU474623.1.1371,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ394661.1.1545,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU474510.1.1379,0,0,0.004310345,0,0.0,1,0,0.0,0.0,,Gram_Negative
EU503828.1.1393,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU474247.1.1383,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU475045.1.1398,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU472527.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU474390.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU475335.1.1384,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ394651.1.1520,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU475022.1.1383,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ325685.1.1348,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU509546.1.1373,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU474982.1.1374,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EU507327.1.1382,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ456148.1.1449,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ353927.1.1482,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU504307.1.1379,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU475105.1.1368,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ456112.1.1458,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU508175.1.1384,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456091.1.1456,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU506151.1.1394,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU509862.1.1374,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU506921.1.1372,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU506185.1.1400,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU508827.1.1391,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU507337.1.1429,0,1,0.012931034,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ394935.1.1522,0,0,0.00862069,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
EU491818.1.1490,0,0,0.012931034,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
EU505282.1.1388,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU507531.1.1373,1,0,0.004310345,0,0.029411765,1,0,0.00729927,0.016949153,Aerobic,Gram_Negative
EU504869.1.1405,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU508841.1.1373,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ455993.1.1452,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU509561.1.1379,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU504059.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU511996.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HM274149.1.1328,0,1,0.004310345,0,0.0,0,1,0.0,0.0,Anaerobic,Gram_Positive
EU509745.1.1408,0,1,0.0,0,0.029411765,1,0,0.00729927,0.0,Anaerobic,Gram_Negative
HM294795.1.1361,0,0,0.004310345,1,0.176470588,1,0,0.065693431,0.169491525,Facultatively_Anaerobic,Gram_Negative
EU510664.1.1405,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU508280.1.1358,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HM284965.1.1355,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
GQ021574.1.1308,0,0,0.012931034,1,0.058823529,1,0,0.0,0.033898305,Facultatively_Anaerobic,Gram_Negative
EU507039.1.1382,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU511168.1.1363,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HM276314.1.1357,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
EU622668.1.1497,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU509892.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ456180.1.1437,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456082.1.1452,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU506864.1.1393,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HM278809.1.1347,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ456192.1.1444,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU531897.1.1396,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU510252.1.1380,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ456331.1.1451,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GU592681.1.1369,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ455951.1.1458,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU510757.1.1381,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456220.1.1454,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
GQ043829.1.1357,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
HM276638.1.1384,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ456065.1.1451,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ456133.1.1453,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU531944.1.1378,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ456362.1.1442,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU531998.1.1386,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU509924.1.1405,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HM276817.1.1306,1,0,0.004310345,0,0.029411765,1,0,0.00729927,0.0,Aerobic,Gram_Negative
DQ456470.1.1450,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ455929.1.1449,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ455824.1.1440,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456371.1.1449,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ456401.1.1436,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU511665.1.1382,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ456069.1.1449,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
HM281543.1.1383,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EU531917.1.1412,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ456077.1.1454,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GQ047146.1.1361,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ455846.1.1446,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EU532000.1.1493,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456068.1.1430,1,0,0.004310345,0,0.029411765,1,0,0.0,0.016949153,Aerobic,Gram_Negative
DQ456245.1.1452,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ455918.1.1453,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ456251.1.1450,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ456137.1.1456,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ456460.1.1452,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ456128.1.1470,1,0,0.030172414,0,0.029411765,1,0,0.03649635,0.06779661,Aerobic,Gram_Negative
DQ455829.1.1451,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456350.1.1442,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456366.1.1454,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EU530352.1.1469,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456225.1.1458,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456105.1.1459,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ456434.1.1440,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ456318.1.1452,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HM300227.1.1348,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ455898.1.1454,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ456381.1.1454,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456134.1.1453,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ456108.1.1454,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ455876.1.1442,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456204.1.1444,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ456467.1.1449,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HM285198.1.1359,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
HM287931.1.1367,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
HM279057.1.1349,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ035588.1.1337,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
HM288760.1.1348,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ034017.1.1344,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
JX001320.1.1470,0,0,0.00862069,0,0.0,1,0,0.01459854,0.0,,Gram_Negative
HM306299.1.1372,0,0,0.012931034,1,0.0,0,1,0.01459854,0.0,Facultatively_Anaerobic,Gram_Positive
EU663600.1.1489,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JX095612.1.1378,0,0,0.004310345,0,0.0,1,0,0.0,0.0,,Gram_Negative
HQ716497.1.1455,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
HM285653.1.1330,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HM308748.1.1356,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
GQ043073.1.1351,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JX096281.1.1389,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
HM307209.1.1361,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
HM287852.1.1311,0,0,0.004310345,0,0.0,1,0,0.00729927,0.016949153,,Gram_Negative
EU560799.1.1486,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
GU574053.1.1414,1,0,0.004310345,0,0.029411765,0,1,0.0,0.016949153,Aerobic,Gram_Positive
HQ716607.1.1533,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
JN173177.1.1419,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU546841.1.1363,0,0,0.004310345,0,0.0,1,0,0.01459854,0.0,,Gram_Negative
JX013442.1.1364,0,0,0.784482759,1,0.529411765,1,0,0.795620438,1.084745763,Facultatively_Anaerobic,Gram_Negative
DQ793479.1.1391,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HQ716701.1.1438,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
GQ042430.1.1361,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
HQ739324.1.1394,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ793836.1.1378,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ794390.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JN173162.1.1543,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
DQ794890.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JX080274.1.1451,1,0,0.004310345,0,0.029411765,1,0,0.00729927,0.016949153,Aerobic,Gram_Negative
DQ793581.1.1384,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ777935.1.1493,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ793597.1.1386,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GQ057668.1.1351,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ794573.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ794712.1.1388,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ794416.1.1389,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ794888.1.1396,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ794450.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ795962.1.1375,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ794773.1.1372,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ796584.1.1369,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HQ703853.1.1438,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ795469.1.1392,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JN162689.1.1358,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ795496.1.1396,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ794927.1.1393,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ795306.1.1391,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ795468.1.1391,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ794985.1.1388,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JN173096.1.1498,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
HQ742941.1.1442,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
DQ795802.1.1371,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ794699.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ795471.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ795818.1.1392,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
DQ794891.1.1393,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ794911.1.1390,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ795747.1.1390,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ795823.1.1379,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ795290.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JX096184.1.1394,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ795913.1.1389,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ794444.1.1381,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
DQ797566.1.1400,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
GQ047989.1.1350,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JN162688.1.1404,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
HQ716529.1.1456,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
DQ796582.1.1376,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ795440.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
DQ796304.1.1393,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HQ740124.1.1454,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
