,mip,mro,community,genome_list,co_occur,cosine
49468,5.0,0.6792452830188679,community_2,['AY912087.1.1214' 'EF405389.1.1497'],0.0,-0.0008781806754318669
49471,2.0,0.8070175438596491,community_2,['DQ325692.1.1352' 'EF405389.1.1497'],0.0,-3.088357913525177e-05
49474,3.0,0.6792452830188679,community_2,['DQ798672.1.1362' 'EF405389.1.1497'],0.0,-4.442517898710315e-05
49475,0.0,0.7619047619047619,community_2,['DQ801196.1.1315' 'EF405389.1.1497'],0.0,0.0007623224805352728
49478,0.0,0.8301886792452831,community_2,['DQ805282.1.1289' 'EF405389.1.1497'],0.0,0.0008942382439587387
49479,1.0,0.68,community_2,['DQ805593.1.1293' 'EF405389.1.1497'],0.0013225682004023,0.0006453355216203664
49480,1.0,0.7586206896551724,community_2,['DQ808964.1.1389' 'EF405389.1.1497'],0.0,9.766832271564297e-05
49482,4.0,0.6666666666666666,community_2,['EF096147.1.1310' 'EF405389.1.1497'],0.0,-0.0007469014800656906
49522,4.0,0.6666666666666666,community_2,['CP007799.4645197.4646654' 'EF405415.1.1493'],0.5643095798723152,0.0004760679925855853
49523,4.0,0.7272727272727273,community_2,['CP027593.484447.485968' 'EF405415.1.1493'],0.0,0.000883146928934526
49530,4.0,0.8148148148148148,community_2,['DQ795748.1.1278' 'EF405415.1.1493'],0.0868827581188043,-0.0003057027474779971
49531,6.0,0.8627450980392157,community_2,['DQ796429.1.1384' 'EF405415.1.1493'],0.2516325066731042,-0.00047572862725991244
49533,0.0,0.7307692307692307,community_2,['DQ807770.1.1395' 'EF405415.1.1493'],0.1246106770834103,-0.0009171979743655879
49536,4.0,0.8461538461538461,community_2,['DQ823907.1.1380' 'EF405415.1.1493'],0.0065014217038452,0.0006767160559757965
49657,1.0,0.7272727272727273,community_2,['AB237713.1.1455' 'EF406446.1.1499'],0.0,-0.00026802389929225356
49658,2.0,0.625,community_2,['AB678451.1.1353' 'EF406446.1.1499'],0.0,0.0008390795419397326
49660,3.0,0.7083333333333334,community_2,['AM945677.1.1338' 'EF406446.1.1499'],0.0,0.00017145432617076304
49662,4.0,0.6956521739130435,community_2,['AY454723.1.1051' 'EF406446.1.1499'],0.0,0.0006300375825872377
49663,3.0,0.6530612244897959,community_2,['BAAV01001391.255.1549' 'EF406446.1.1499'],0.0,0.0004061122834157185
49669,2.0,0.7407407407407407,community_2,['DQ794980.1.1393' 'EF406446.1.1499'],0.0,-0.0002507848953528997
49671,5.0,0.7346938775510204,community_2,['DQ796279.1.1288' 'EF406446.1.1499'],1.1571746274366888,-0.0003477675944050731
49676,1.0,0.6,community_2,['DQ802193.1.1389' 'EF406446.1.1499'],0.0,0.0005477266073487321
49682,5.0,0.7346938775510204,community_2,['DQ808223.1.1387' 'EF406446.1.1499'],0.0689492231479107,0.00011133397526851667
49685,0.0,0.5964912280701754,community_2,['DQ809699.1.1388' 'EF406446.1.1499'],0.0,9.386292626945409e-05
49768,2.0,0.5365853658536586,community_2,['AY850453.1.1227' 'EF419416.1.1447'],24.123121296608588,0.0003216343381911816
49776,2.0,0.75,community_2,['DQ794890.1.1392' 'EF419416.1.1447'],0.0,0.0009059247390121619
49790,2.0,0.7333333333333333,community_2,['DQ809492.1.1291' 'EF419416.1.1447'],0.5869859076219655,-0.000265157900990961
49792,3.0,0.6071428571428571,community_2,['EF398702.1.1493' 'EF419416.1.1447'],0.0,-0.00027531575930264787
49794,0.0,0.7719298245614035,community_2,['AB234451.1.1349' 'EF424395.1.1359'],0.0,0.00041916622876165914
49797,4.0,0.7037037037037037,community_2,['AB969596.1.1523' 'EF424395.1.1359'],0.0,-0.0009376414765400883
49801,6.0,0.6451612903225806,community_2,['DQ796139.1.1410' 'EF424395.1.1359'],0.0,-0.00027269978832627297
49803,2.0,0.7924528301886793,community_2,['DQ796429.1.1384' 'EF424395.1.1359'],0.0,-0.00016452797968544676
49804,3.0,0.625,community_2,['DQ799547.1.1383' 'EF424395.1.1359'],0.0,-0.00015040084428240245
49811,4.0,0.6909090909090909,community_2,['DQ809067.1.1394' 'EF424395.1.1359'],0.0,-0.0009910919549777988
50255,6.0,0.7547169811320755,community_2,['AB185810.1.1527' 'EF444719.1.1219'],0.0,-0.0006336241584896107
50256,2.0,0.6792452830188679,community_2,['AB506139.1.1558' 'EF444719.1.1219'],0.0,-8.967397154977045e-05
50257,6.0,0.8070175438596491,community_2,['ABEZ02000012.1768.3258' 'EF444719.1.1219'],0.0,-0.0006387499707555218
50259,4.0,0.7058823529411765,community_2,['AY916213.1.1356' 'EF444719.1.1219'],0.4110023016282866,-0.0006621281828226384
50261,4.0,0.6666666666666666,community_2,['CCYH01000050.193.1720' 'EF444719.1.1219'],0.2583469341270756,0.0006969758475628298
50265,4.0,0.7058823529411765,community_2,['DQ793889.1.1241' 'EF444719.1.1219'],0.4425739194557536,3.5751781629685698e-09
50267,5.0,0.6818181818181818,community_2,['DQ794376.1.1367' 'EF444719.1.1219'],0.0,-0.000266691110552966
50268,4.0,0.711864406779661,community_2,['DQ794911.1.1390' 'EF444719.1.1219'],0.0,-5.083285775999046e-05
50279,6.0,0.8,community_2,['DQ807002.1.1390' 'EF444719.1.1219'],0.0,-8.003369219081316e-05
50280,2.0,0.6808510638297872,community_2,['DQ807770.1.1395' 'EF444719.1.1219'],0.0,-0.0006881908511642291
50281,3.0,0.6037735849056604,community_2,['DQ815544.1.1428' 'EF444719.1.1219'],0.2552494265246423,0.000472058010356547
50284,3.0,0.76,community_2,['EF402856.1.1478' 'EF444719.1.1219'],0.0,-3.821341172344584e-06
50495,3.0,0.68,community_2,['AB071953.1.1312' 'EF451053.1.1351'],0.1395514408445706,0.00043365002386752053
50498,0.0,0.7755102040816326,community_2,['AY664116.1.1211' 'EF451053.1.1351'],0.304918088483646,-3.5286768870171734e-05
50502,2.0,0.7692307692307693,community_2,['CP016757.633960.635480' 'EF451053.1.1351'],2.632726677456958,0.00014119049598278164
50504,4.0,0.6296296296296297,community_2,['CVRG01041904.1.1229' 'EF451053.1.1351'],0.2495391403504072,0.0004054257861477035
50505,5.0,0.8771929824561403,community_2,['DQ793820.1.1393' 'EF451053.1.1351'],0.5140803492004125,-0.0005824404092294746
50510,2.0,0.8214285714285714,community_2,['DQ805895.1.1279' 'EF451053.1.1351'],0.3941111920476032,-0.0004299949553853612
50511,2.0,0.7017543859649122,community_2,['DQ824370.1.1377' 'EF451053.1.1351'],0.3216436406351022,-0.0009677532434011493
50515,1.0,0.8163265306122449,community_2,['AM277375.1.1485' 'EF451593.1.1242'],0.0,0.0007150702673888843
50521,2.0,0.76,community_2,['DQ794444.1.1381' 'EF451593.1.1242'],0.0,0.0005731272260114272
50523,0.0,0.76,community_2,['DQ795319.1.1366' 'EF451593.1.1242'],0.0,0.0009435059686805045
50528,1.0,0.7346938775510204,community_2,['DQ796688.1.1388' 'EF451593.1.1242'],0.0,-0.0004957975561379742
50529,2.0,0.7843137254901961,community_2,['DQ797170.1.1392' 'EF451593.1.1242'],0.0,-0.0003473248550562233
50536,3.0,0.7755102040816326,community_2,['DQ801678.1.1363' 'EF451593.1.1242'],0.0,-0.00011433131385139472
50537,4.0,0.84,community_2,['DQ803863.1.1389' 'EF451593.1.1242'],0.1630813770620989,0.0008475253354421219
50542,2.0,0.7450980392156863,community_2,['EF404671.1.1497' 'EF451593.1.1242'],0.0,-0.0006981679114852728
50543,4.0,0.7111111111111111,community_2,['AB185810.1.1527' 'EF451616.1.1203'],0.0,-0.000729599946233089
50550,9.0,0.631578947368421,community_2,['AY977174.1.1362' 'EF451616.1.1203'],0.0,-0.0001831685863439109
50554,4.0,0.6086956521739131,community_2,['DQ057372.1.1393' 'EF451616.1.1203'],0.0,-0.0001242159788316295
50556,8.0,0.7083333333333334,community_2,['DQ326634.1.1352' 'EF451616.1.1203'],8.038345523833414,-8.583104600356161e-05
50559,5.0,0.6415094339622641,community_2,['DQ798020.1.1303' 'EF451616.1.1203'],0.6617953645363741,-0.00042992642233231155
50565,5.0,0.6976744186046512,community_2,['DQ805179.1.1389' 'EF451616.1.1203'],0.0,-0.0004263451001833095
50627,3.0,0.5833333333333334,community_2,['CT926247.1.1285' 'EF510888.1.1401'],0.0,4.319079073819637e-05
50634,3.0,0.6274509803921569,community_2,['DQ799214.1.1391' 'EF510888.1.1401'],0.4243186988278467,0.00029819239366052824
50641,3.0,0.5454545454545454,community_2,['DQ824370.1.1377' 'EF510888.1.1401'],0.0,-0.000785782340853226
50642,4.0,0.6666666666666666,community_2,['DQ898156.137616.139105' 'EF510888.1.1401'],0.0,0.0009507232295895568
50816,3.0,0.8214285714285714,community_2,['AB614872.1.1469' 'EF529620.1.1456'],0.1261121117001948,-5.050796940859293e-05
50818,1.0,0.8235294117647058,community_2,['ANBF01000256.1.1317' 'EF529620.1.1456'],0.0,-0.0006104499984941032
50824,3.0,0.6521739130434783,community_2,['CDTW01027470.3361.4864' 'EF529620.1.1456'],0.0,0.0003322186845603212
50828,4.0,0.8085106382978723,community_2,['D78365.1.1327' 'EF529620.1.1456'],0.0,-0.00042977980841903254
50830,2.0,0.7777777777777778,community_2,['DQ794318.1.1393' 'EF529620.1.1456'],0.0,1.7523043815319894e-05
50832,2.0,0.8518518518518519,community_2,['DQ798530.1.1384' 'EF529620.1.1456'],0.0,0.0003538212043690309
50837,3.0,0.8,community_2,['EF402162.1.1494' 'EF529620.1.1456'],0.0,5.9042374028386695e-08
50838,1.0,0.7169811320754716,community_2,['EF402555.1.1494' 'EF529620.1.1456'],0.0,-0.0006529561910852046
50840,3.0,0.7142857142857143,community_2,['EF510888.1.1401' 'EF529620.1.1456'],0.0,-0.00017175816028649503
50892,5.0,0.7619047619047619,community_2,['AB571656.1.1493' 'EF540444.1.1410'],0.0,-0.000719353558806793
50893,6.0,0.6222222222222222,community_2,['AB741665.1.1324' 'EF540444.1.1410'],0.0,-0.0009430427598410623
50903,5.0,0.6956521739130435,community_2,['DQ795210.1.1389' 'EF540444.1.1410'],0.0,0.0003596773261280976
50906,1.0,0.6956521739130435,community_2,['DQ799631.1.1378' 'EF540444.1.1410'],0.0,3.3376983410215064e-05
50911,3.0,0.7083333333333334,community_2,['DQ807821.1.1392' 'EF540444.1.1410'],0.0,0.0008652452760674209
50912,5.0,0.625,community_2,['DQ808167.1.1377' 'EF540444.1.1410'],0.0,-0.00034086307730936096
50914,4.0,0.7555555555555555,community_2,['EF398702.1.1493' 'EF540444.1.1410'],0.0,-0.0007717946469653014
50915,6.0,0.4324324324324324,community_2,['EF404796.1.1476' 'EF540444.1.1410'],0.0,-0.0006750120133542757
50924,2.0,0.6274509803921569,community_2,['CP030279.622505.623968' 'EF551870.1.1205'],0.0,0.0003968713162790578
50929,2.0,0.7307692307692307,community_2,['DQ795319.1.1366' 'EF551870.1.1205'],0.0,-0.00074865886903842
50932,8.0,0.5454545454545454,community_2,['DQ800039.1.1371' 'EF551870.1.1205'],0.0,0.0008643038307838169
50933,5.0,0.6666666666666666,community_2,['DQ804823.1.1392' 'EF551870.1.1205'],0.0,-0.0009579850273781151
50934,9.0,0.6274509803921569,community_2,['DQ805758.1.1389' 'EF551870.1.1205'],0.0,0.00037566735858838906
50943,1.0,0.7307692307692307,community_2,['AB741661.1.1324' 'EF555484.1.1202'],0.1277139055059706,-6.499554548810905e-05
50944,0.0,0.8,community_2,['AB741696.1.1324' 'EF555484.1.1202'],0.1339611844036881,-0.00032560912106160397
50956,1.0,0.6666666666666666,community_2,['DQ802596.1.1383' 'EF555484.1.1202'],0.0,0.0002917587780384624
50958,0.0,0.7272727272727273,community_2,['DQ803781.1.1371' 'EF555484.1.1202'],0.0,0.0009663954008197184
50961,3.0,0.6086956521739131,community_2,['DQ807371.1.1284' 'EF555484.1.1202'],0.0943592430037369,-0.0009826571649627787
50963,2.0,0.6530612244897959,community_2,['DQ809255.1.1206' 'EF555484.1.1202'],3.713404743488354,-0.0006485036283681757
51060,2.0,0.5909090909090909,community_2,['AB023973.1.1445' 'EF603126.1.1475'],0.1547602471237041,0.00035587151796738633
51063,0.0,0.5957446808510638,community_2,['AM277966.1.1487' 'EF603126.1.1475'],0.2589054963727903,-0.0006908216995629124
51067,1.0,0.65,community_2,['DQ325685.1.1348' 'EF603126.1.1475'],0.0,-0.0007730476388246743
51068,3.0,0.6,community_2,['DQ793703.1.1292' 'EF603126.1.1475'],0.2528447950367081,0.0005518825337535347
51069,2.0,0.6521739130434783,community_2,['DQ794417.1.1388' 'EF603126.1.1475'],0.0,-0.0009836486483322429
51070,1.0,0.6222222222222222,community_2,['DQ794508.1.1298' 'EF603126.1.1475'],0.0,0.0004536282329398184
51075,1.0,0.6086956521739131,community_2,['DQ799844.1.1392' 'EF603126.1.1475'],0.0,0.00037546376557280484
51077,1.0,0.6829268292682927,community_2,['DQ800066.1.1378' 'EF603126.1.1475'],0.0,-0.0005288560317637187
51084,1.0,0.5714285714285714,community_2,['DQ807948.1.1306' 'EF603126.1.1475'],0.9090400857749046,-0.000597980376902671
51252,2.0,0.7727272727272727,community_2,['AB243992.1.1538' 'EF603177.1.1474'],0.0,0.0007734998167073459
51253,2.0,0.7441860465116279,community_2,['ABWN01000012.312.1822' 'EF603177.1.1474'],0.0,0.0008339583822864027
51254,3.0,0.7391304347826086,community_2,['ACBZ01000217.267.1788' 'EF603177.1.1474'],0.0,0.0002724152686816669
51262,1.0,0.7555555555555555,community_2,['DQ800302.1.1389' 'EF603177.1.1474'],0.0,-0.0009727923295471726
51263,7.0,0.723404255319149,community_2,['DQ800491.1.1286' 'EF603177.1.1474'],0.0,0.00031119001993374073
51266,0.0,0.6923076923076923,community_2,['DQ805085.1.1393' 'EF603177.1.1474'],0.0,0.0007873945228926658
51267,0.0,0.7755102040816326,community_2,['DQ805255.1.1392' 'EF603177.1.1474'],0.0,0.00014505221243458246
51270,3.0,0.7391304347826086,community_2,['DQ808895.1.1280' 'EF603177.1.1474'],0.0844893771790111,-0.00036090696062390207
51376,0.0,0.6557377049180327,community_2,['AM238230.1.1490' 'EF604546.1.1463'],0.0,-0.00036074712966437404
51381,5.0,0.6808510638297872,community_2,['DQ793257.1.1285' 'EF604546.1.1463'],0.0,-2.5418556646077516e-07
51384,1.0,0.6551724137931034,community_2,['DQ796907.1.1403' 'EF604546.1.1463'],0.0,-0.0006692076363814444
51385,1.0,0.7142857142857143,community_2,['DQ797281.1.1284' 'EF604546.1.1463'],0.0811311184170335,-0.00011248863545842572
51386,0.0,0.8571428571428571,community_2,['DQ799964.1.1415' 'EF604546.1.1463'],0.0,0.0006254226814586367
51388,2.0,0.7,community_2,['DQ801678.1.1363' 'EF604546.1.1463'],0.0,-7.711296664141061e-05
51508,3.0,0.6428571428571429,community_2,['AB741663.1.1324' 'EF614710.1.1331'],0.0,-0.0007326415103804843
51512,6.0,0.7906976744186046,community_2,['DQ796344.1.1287' 'EF614710.1.1331'],1.0481151100957504,-0.00014346410405880673
51515,1.0,0.8571428571428571,community_2,['DQ802021.1.1388' 'EF614710.1.1331'],0.0,0.00012846305743931854
51516,4.0,0.6923076923076923,community_2,['DQ803915.1.1383' 'EF614710.1.1331'],0.0,0.00033686674077895457
51521,0.0,0.8235294117647058,community_2,['DQ824280.1.1374' 'EF614710.1.1331'],0.0,0.00021119335135805561
51563,2.0,0.5652173913043478,community_2,['CDZT01028615.319923.321431' 'EF623833.1.1341'],0.0,-0.00040347674222724445
51564,4.0,0.6792452830188679,community_2,['DQ298148.1.1399' 'EF623833.1.1341'],0.0,-3.525676563749561e-06
51569,2.0,0.6428571428571429,community_2,['DQ794886.1.1390' 'EF623833.1.1341'],0.0,0.00015949371714662035
51572,3.0,0.5531914893617021,community_2,['DQ797899.1.1288' 'EF623833.1.1341'],0.0,0.0007109917823866216
51576,2.0,0.7755102040816326,community_2,['DQ800726.1.1393' 'EF623833.1.1341'],0.0,-0.0006878536649936789
51577,7.0,0.76,community_2,['DQ801210.1.1270' 'EF623833.1.1341'],0.0,0.0004771514463309038
51579,3.0,0.6206896551724138,community_2,['DQ801485.1.1385' 'EF623833.1.1341'],0.0,-0.0005765956834084232
51580,0.0,0.8163265306122449,community_2,['DQ805751.1.1346' 'EF623833.1.1341'],0.0,-0.0002820106779319008
51581,3.0,0.6530612244897959,community_2,['DQ808173.1.1266' 'EF623833.1.1341'],0.0,0.0002095459390689561
51583,6.0,0.6071428571428571,community_2,['DQ904716.1.1259' 'EF623833.1.1341'],0.0,-0.0006118498730636969
51605,4.0,0.6415094339622641,community_2,['EF405415.1.1493' 'EF634000.1.1240'],0.0071416093934146,0.0007115524561986615
51625,2.0,0.6333333333333333,community_2,['AF499902.1.1477' 'EF653580.1.1349'],0.0,-0.00029731029089276806
51631,2.0,0.6923076923076923,community_2,['CEAL01000984.1.1467' 'EF653580.1.1349'],0.0,-0.00018588017256039393
51635,1.0,0.8524590163934426,community_2,['DQ793555.1.1290' 'EF653580.1.1349'],0.0,0.0001450326246809846
51638,2.0,0.7037037037037037,community_2,['DQ799619.1.1386' 'EF653580.1.1349'],0.0,-0.0007570383368635813
51639,1.0,0.6896551724137931,community_2,['DQ804770.1.1374' 'EF653580.1.1349'],0.0,-0.0007526519600025038
51642,0.0,0.7333333333333333,community_2,['DQ807348.1.1290' 'EF653580.1.1349'],0.0,0.00013198906229536667
51643,2.0,0.5769230769230769,community_2,['DQ807423.1.1281' 'EF653580.1.1349'],0.0,-0.0004928693352343728
51645,7.0,0.6296296296296297,community_2,['DQ807693.1.1395' 'EF653580.1.1349'],0.0,0.00012254778933740325
51646,4.0,0.75,community_2,['DQ824266.1.1288' 'EF653580.1.1349'],2.389265962236095,0.00025335491590605853
51739,3.0,0.8085106382978723,community_2,['CP001104.697435.698953' 'EF687715.1.1462'],0.0,-1.1591541024122878e-06
51740,1.0,0.7407407407407407,community_2,['DQ326208.1.1350' 'EF687715.1.1462'],0.0,-0.0003819000771181014
51742,5.0,0.7692307692307693,community_2,['DQ794366.1.1359' 'EF687715.1.1462'],0.0,0.0007220392224506731
51743,3.0,0.7924528301886793,community_2,['DQ794987.1.1389' 'EF687715.1.1462'],0.0,-0.00019223468903731543
51744,4.0,0.7916666666666666,community_2,['DQ796280.1.1284' 'EF687715.1.1462'],1.4307194517059545,0.0004478852956029863
51747,2.0,0.723404255319149,community_2,['DQ797899.1.1288' 'EF687715.1.1462'],0.0,0.0004728239410976566
51750,4.0,0.7450980392156863,community_2,['DQ801550.1.1390' 'EF687715.1.1462'],0.0,0.00044085601571729633
51752,5.0,0.7659574468085106,community_2,['DQ804892.1.1389' 'EF687715.1.1462'],0.0,0.00025707323204075436
51755,4.0,0.723404255319149,community_2,['DQ806970.1.1339' 'EF687715.1.1462'],0.0,-0.00010109057439554474
51758,3.0,0.7755102040816326,community_2,['DQ808581.1.1374' 'EF687715.1.1462'],0.0,0.00020582270778236582
51760,1.0,0.7346938775510204,community_2,['DQ824085.1.1394' 'EF687715.1.1462'],0.0,-0.0008359680021391834
51771,4.0,0.6222222222222222,community_2,['DQ793257.1.1285' 'EF688166.1.1468'],0.0,0.0006431752203792892
51773,0.0,0.7169811320754716,community_2,['DQ794702.1.1380' 'EF688166.1.1468'],0.0,-0.0009660096384511339
51778,1.0,0.6530612244897959,community_2,['DQ802183.1.1390' 'EF688166.1.1468'],0.0,-8.993522582036262e-05
51780,4.0,0.7142857142857143,community_2,['DQ805446.1.1386' 'EF688166.1.1468'],0.0,-0.00034488989475218654
51783,3.0,0.7555555555555555,community_2,['DQ905342.1.1501' 'EF688166.1.1468'],0.3986603547714367,6.632152744317231e-05
51879,2.0,0.7111111111111111,community_2,['DQ441353.1.1315' 'EH792211.55.1273'],0.2212340272126312,0.00038143332746942764
51883,2.0,0.8085106382978723,community_2,['DQ801110.1.1383' 'EH792211.55.1273'],0.2087098501397122,-0.0004761350742582871
51887,2.0,0.723404255319149,community_2,['DQ805751.1.1346' 'EH792211.55.1273'],0.1041559862371741,0.0004516696773310405
51888,4.0,0.6538461538461539,community_2,['DQ806262.1.1394' 'EH792211.55.1273'],0.0,-0.0001853788535188329
51892,4.0,0.6666666666666666,community_2,['DQ809477.1.1389' 'EH792211.55.1273'],0.0,0.00030667268371859186
51896,3.0,0.7441860465116279,community_2,['DQ905725.1.1572' 'EH792211.55.1273'],5.5652829948448925,0.0008157466046168843
52338,3.0,0.6666666666666666,community_2,['AATC01000018.2.1513' 'ET009849.1.1430'],0.0,-0.0003812909004108551
52342,3.0,0.6428571428571429,community_2,['AB638860.1.1489' 'ET009849.1.1430'],0.0,-0.0004870084629991897
52343,7.0,0.6785714285714286,community_2,['AF385557.1.1477' 'ET009849.1.1430'],0.0,0.0005223816943618786
52347,1.0,0.6101694915254238,community_2,['AJAM01000006.437650.439197' 'ET009849.1.1430'],0.0,-0.0009204767883898676
52348,4.0,0.5714285714285714,community_2,['AM420144.1.1397' 'ET009849.1.1430'],0.0,-0.0006558340475490236
52350,2.0,0.6,community_2,['AY574991.1.1453' 'ET009849.1.1430'],0.4997236943117968,-0.0005912079827498506
52363,2.0,0.5862068965517241,community_2,['DQ802756.1.1204' 'ET009849.1.1430'],0.0,0.00034536039731405705
52364,0.0,0.6349206349206349,community_2,['DQ804738.1.1387' 'ET009849.1.1430'],0.1302680665721709,-0.000706699048285246
52367,0.0,0.696969696969697,community_2,['DQ806586.1.1388' 'ET009849.1.1430'],0.0,-0.000807192645937786
52369,2.0,0.6666666666666666,community_2,['DQ808333.1.1386' 'ET009849.1.1430'],0.0,0.00017337053659644556
52370,6.0,0.5423728813559322,community_2,['DQ808334.1.1374' 'ET009849.1.1430'],0.0,-0.0002300474081925836
52372,3.0,0.59375,community_2,['DQ808788.1.1370' 'ET009849.1.1430'],0.0,-9.555458694227165e-05
52373,5.0,0.6984126984126984,community_2,['DQ808814.1.1389' 'ET009849.1.1430'],0.0,-0.0007604149616139089
52376,3.0,0.5862068965517241,community_2,['DQ824494.1.1382' 'ET009849.1.1430'],0.0,-0.0007991358102578989
52413,5.0,0.75,community_2,['DQ808080.1.1375' 'ET024131.1.1317'],0.0,-0.00023703475161038212
52414,4.0,0.7142857142857143,community_2,['DQ808426.1.1390' 'ET024131.1.1317'],0.3834280441624287,0.0007896171067174627
52421,6.0,0.72,community_2,['EF688166.1.1468' 'ET024131.1.1317'],0.0,-0.0005017895560741694
52423,6.0,0.6274509803921569,community_2,['AB234451.1.1349' 'ET024142.1.1316'],0.0,0.0008204298351275804
52426,2.0,0.7924528301886793,community_2,['ABQR01000074.101.1610' 'ET024142.1.1316'],0.0,0.0005597403630468161
52432,5.0,0.6666666666666666,community_2,['DQ794450.1.1388' 'ET024142.1.1316'],0.0,-0.0007954865361540038
52433,3.0,0.6666666666666666,community_2,['DQ798328.1.1392' 'ET024142.1.1316'],0.0,-0.0005841460135475132
52439,4.0,0.723404255319149,community_2,['DQ806351.1.1379' 'ET024142.1.1316'],0.0,-7.688220038699225e-05
52443,3.0,0.75,community_2,['DQ809437.1.1289' 'ET024142.1.1316'],0.0,0.0006067553961860041
52446,2.0,0.6521739130434783,community_2,['DQ905838.1.1588' 'ET024142.1.1316'],0.0,0.0003959988383764461
52483,3.0,0.7111111111111111,community_2,['DQ794070.1.1404' 'ET024145.1.1318'],0.0,-0.0007018319928554367
52485,3.0,0.6923076923076923,community_2,['DQ794417.1.1388' 'ET024145.1.1318'],0.0,-0.0006992797678635959
52488,5.0,0.6956521739130435,community_2,['DQ796583.1.1381' 'ET024145.1.1318'],0.0,0.0008917730999835794
52495,4.0,0.6153846153846154,community_2,['DQ800613.1.1313' 'ET024145.1.1318'],0.0,-0.00024734594990872026
52497,5.0,0.7346938775510204,community_2,['DQ802193.1.1389' 'ET024145.1.1318'],0.0,-0.0004406426344131319
52498,3.0,0.7916666666666666,community_2,['DQ803942.1.1390' 'ET024145.1.1318'],0.0,-0.0006461166453132979
52503,2.0,0.8085106382978723,community_2,['DQ807930.1.1386' 'ET024145.1.1318'],0.0,-0.0008660946545627701
52510,2.0,0.76,community_2,['EF404747.1.1494' 'ET024145.1.1318'],0.0,-0.0007122060946029963
52622,1.0,0.6666666666666666,community_2,['CP011307.631177.632643' 'ET086805.1.1452'],2.312586239040684,0.0007266214052822935
52625,0.0,0.711864406779661,community_2,['DQ794911.1.1390' 'ET086805.1.1452'],0.0,-0.00011322512298344708
52627,3.0,0.7307692307692307,community_2,['DQ795306.1.1391' 'ET086805.1.1452'],0.0,0.0003267486775947678
52635,4.0,0.7692307692307693,community_2,['DQ802666.1.1389' 'ET086805.1.1452'],0.0,0.0006268910938321662
52636,1.0,0.7547169811320755,community_2,['DQ804542.1.1389' 'ET086805.1.1452'],0.0,0.0005807816403568244
52639,2.0,0.72,community_2,['DQ806834.1.1287' 'ET086805.1.1452'],9.237953779200325,-0.00036539825108405655
52641,2.0,0.7450980392156863,community_2,['DQ807703.1.1279' 'ET086805.1.1452'],0.0,-0.0008558525157457296
52642,2.0,0.6666666666666666,community_2,['DQ808271.1.1379' 'ET086805.1.1452'],0.0,-0.0006867596954342528
52646,6.0,0.7058823529411765,community_2,['EF108443.1.1344' 'ET086805.1.1452'],0.0081250000104802,-7.724686993146914e-05
52800,4.0,0.64,community_2,['CP001104.872242.873760' 'ET135774.1.1207'],0.9552649812230812,-0.00032388859935092836
52801,6.0,0.8235294117647058,community_2,['DQ326059.1.1335' 'ET135774.1.1207'],0.0,-0.0009619336271893176
52802,7.0,0.7111111111111111,community_2,['DQ394661.1.1545' 'ET135774.1.1207'],0.1382031307264242,0.00044258129797632693
52803,6.0,0.6938775510204082,community_2,['DQ794708.1.1389' 'ET135774.1.1207'],0.0,-0.0006272853837457307
52804,5.0,0.6785714285714286,community_2,['DQ794911.1.1390' 'ET135774.1.1207'],0.0,0.0002778233802482838
52805,6.0,0.8235294117647058,community_2,['DQ795210.1.1389' 'ET135774.1.1207'],0.0,-0.0005014727382557422
52807,5.0,0.7692307692307693,community_2,['DQ798005.1.1288' 'ET135774.1.1207'],0.0,-0.0009752224564392677
52811,7.0,0.7111111111111111,community_2,['DQ801634.1.1339' 'ET135774.1.1207'],0.0,-0.00048635676577431697
52812,3.0,0.75,community_2,['DQ805593.1.1293' 'ET135774.1.1207'],0.0,6.259223382915223e-05
52816,4.0,0.7272727272727273,community_2,['DQ807175.1.1291' 'ET135774.1.1207'],0.3581763202355432,0.00038709168277581744
52817,8.0,0.6538461538461539,community_2,['DQ808118.1.1259' 'ET135774.1.1207'],0.0,-0.00015111994683523507
52842,2.0,0.8363636363636363,community_2,['AJ576350.1.1454' 'ET156757.1.1329'],0.0,-1.912481509598935e-05
52852,4.0,0.7692307692307693,community_2,['DQ798942.1.1388' 'ET156757.1.1329'],0.0,5.160474290194972e-05
52854,2.0,0.8,community_2,['DQ799595.1.1391' 'ET156757.1.1329'],0.0,-0.0008115922274945902
52855,3.0,0.875,community_2,['DQ799802.1.1391' 'ET156757.1.1329'],0.0,-0.0006418289323218047
52857,2.0,0.8301886792452831,community_2,['DQ803568.1.1389' 'ET156757.1.1329'],0.0,0.0007774535371374655
52858,1.0,0.8301886792452831,community_2,['DQ804396.1.1346' 'ET156757.1.1329'],0.0,0.00029338533026727036
52859,3.0,0.8301886792452831,community_2,['DQ805228.1.1399' 'ET156757.1.1329'],0.0,-0.00016229923774520725
52860,1.0,0.84,community_2,['DQ806429.1.1382' 'ET156757.1.1329'],0.0,0.0005470674911833925
52861,2.0,0.7450980392156863,community_2,['DQ807171.1.1388' 'ET156757.1.1329'],0.0,0.0009034714075451992
52863,2.0,0.6938775510204082,community_2,['DQ807515.1.1393' 'ET156757.1.1329'],0.0,-0.0007522927880593953
52865,1.0,0.7692307692307693,community_2,['DQ808267.1.1288' 'ET156757.1.1329'],2.728206807078095,0.0009571707449788513
