query_id,refer_id,identity,alignment_length,mismatches,gap_openings,q.start,q.end,s.start,s.end,e-value,bit_score,length,coverage,refer,genome_id
HQ794846.1.1268,16S_rRNA::QRMM01000028.1:47504-49029(+),99.1,1268,12,0,1,1268,1,1525,-1,0,1268,1.0,QRMM01000028.1,GCA_003472675.1_genomic
EF404703.1.1494,16S_rRNA::QUCO01000056.1:12-1539(-),99.7,1494,4,0,1,1494,1,1527,-1,0,1494,1.0,QUCO01000056.1,GCA_003473565.1_genomic
EF400878.1.1492,16S_rRNA::QUCQ01000017.1:3775-5304(-),99.5,1492,8,0,1,1492,1,1529,-1,0,1492,1.0,QUCQ01000017.1,GCA_003473585.1_genomic
FJ679915.1.1389,16S_rRNA::QUCJ01000036.1:692-2219(-),99.4,1389,8,1,1,1389,1,1527,-1,0,1389,1.0,QUCJ01000036.1,GCA_003473695.1_genomic
KR185326.1.1423,16S_rRNA::QUCT01000024.1:3423-4961(-),99.5,1423,6,1,1,1423,1,1538,-1,0,1423,1.0,QUCT01000024.1,GCA_003473805.1_genomic
FJ879055.1.1485,16S_rRNA::QRPA01000004.1:322869-324390(+),99.3,1485,11,0,1,1485,1,1521,-1,0,1485,1.0,QRPA01000004.1,GCA_003474765.1_genomic
HM281543.1.1383,16S_rRNA::QRPF01000004.1:1-1539(-),99.3,1384,8,1,1,1383,1,1538,-1,0,1383,1.0007230657989876,QRPF01000004.1,GCA_003474825.1_genomic
GU374012.1.1506,16S_rRNA::QROX01000003.1:215801-217337(+),99.3,1506,9,2,1,1506,1,1536,-1,0,1506,1.0,QROX01000003.1,GCA_003475175.1_genomic
KH326986.2814669.2816178,16S_rRNA::QRQO01000011.1:40-1568(-),99.3,1510,11,0,1,1510,1,1528,-1,0,1510,1.0,QRQO01000011.1,GCA_003475545.1_genomic
EU459332.1.1401,16S_rRNA::QRQR01000009.1:37556-39094(+),99.1,1401,13,0,1,1401,1,1538,-1,0,1401,1.0,QRQR01000009.1,GCA_003475585.1_genomic
LS483393.115605.117105,16S_rRNA::QRQT01000041.1:85-1595(+),99.9,1501,1,0,1,1501,1,1510,-1,0,1501,1.0,QRQT01000041.1,GCA_003475625.1_genomic
JQ607588.1.1429,16S_rRNA::QRQU01000002.1:168-1714(+),99.3,1433,6,3,1,1429,1,1546,-1,0,1429,1.0027991602519244,QRQU01000002.1,GCA_003475645.1_genomic
CYZE01000004.470365.471876,16S_rRNA::QRQF01000035.1:17783-19311(+),99.4,1512,9,0,1,1512,1,1528,-1,0,1512,1.0,QRQF01000035.1,GCA_003475805.1_genomic
EF400740.1.1495,16S_rRNA::QUDE01000020.1:84-1615(+),99.5,1496,7,1,1,1495,1,1531,-1,0,1495,1.0006688963210701,QUDE01000020.1,GCA_003477405.1_genomic
FPLO01007601.10.1524,16S_rRNA::QUEB01000030.1:40-1570(-),99.4,1515,8,1,1,1515,1,1530,-1,0,1515,1.0,QUEB01000030.1,GCA_003477845.1_genomic
FJ372102.1.1322,16S_rRNA::QUEC01000035.1:33521-35020(+),99.1,1322,12,0,1,1322,1,1499,-1,0,1322,1.0,QUEC01000035.1,GCA_003478095.1_genomic
FJ370307.1.1358,16S_rRNA::QUFH01000011.1:12-1539(-),99.1,1358,12,0,1,1358,1,1527,-1,0,1358,1.0,QUFH01000011.1,GCA_003478415.1_genomic
DQ794376.1.1367,16S_rRNA::QUFV01000003.1:3657-5176(-),99.5,1367,7,0,1,1367,1,1519,-1,0,1367,1.0,QUFV01000003.1,GCA_003478665.1_genomic
CZBH01000001.999036.1000544,16S_rRNA::QUGX01000028.1:1-1518(-),100.0,1509,0,0,1,1509,1,1517,-1,0,1509,1.0,QUGX01000028.1,GCA_003479305.1_genomic
GQ016596.1.1355,16S_rRNA::QUHD01000024.1:3673-5204(-),99.6,1355,6,0,1,1355,1,1531,-1,0,1355,1.0,QUHD01000024.1,GCA_003479435.1_genomic
LT223609.1.1490,16S_rRNA::QUHH01000003.1:205657-207180(+),99.2,1490,12,0,1,1490,1,1523,-1,0,1490,1.0,QUHH01000003.1,GCA_003479515.1_genomic
EF405470.1.1494,16S_rRNA::QUHQ01000001.1:306112-307639(+),99.6,1494,6,0,1,1494,1,1527,-1,0,1494,1.0,QUHQ01000001.1,GCA_003479565.1_genomic
DQ805751.1.1346,16S_rRNA::QUIH01000007.1:153617-155144(+),99.3,1346,10,0,1,1346,1,1527,-1,0,1346,1.0,QUIH01000007.1,GCA_003479985.1_genomic
JN187075.1.1498,16S_rRNA::QUIX01000041.1:103-1632(+),99.7,1498,5,0,1,1498,1,1529,-1,0,1498,1.0,QUIX01000041.1,GCA_003480365.1_genomic
KP889099.1.1383,16S_rRNA::QUJL01000035.1:3207-4736(+),99.9,1383,2,0,1,1383,1,1529,-1,0,1383,1.0,QUJL01000035.1,GCA_003480615.1_genomic
FJ365867.1.1379,16S_rRNA::QUJP01000001.1:111031-112561(+),99.2,1379,11,0,1,1379,1,1530,-1,0,1379,1.0,QUJP01000001.1,GCA_003480695.1_genomic
HQ813660.1.1437,16S_rRNA::QUJT01000001.1:26-1553(-),99.2,1437,12,0,1,1437,1,1527,-1,0,1437,1.0,QUJT01000001.1,GCA_003480955.1_genomic
GQ491970.1.1359,16S_rRNA::QULD01000006.1:211505-213036(-),99.3,1359,10,0,1,1359,1,1531,-1,0,1359,1.0,QULD01000006.1,GCA_003481425.1_genomic
FJ511728.1.1377,16S_rRNA::QULJ01000001.1:12-1539(-),99.3,1377,10,0,1,1377,1,1527,-1,0,1377,1.0,QULJ01000001.1,GCA_003481505.1_genomic
EF400391.1.1491,16S_rRNA::QULA01000006.1:710-2237(-),99.4,1491,9,0,1,1491,1,1527,-1,0,1491,1.0,QULA01000006.1,GCA_003481595.1_genomic
KF094582.1.1361,16S_rRNA::QULU01000016.1:90530-92067(-),99.6,1361,5,0,1,1361,1,1537,-1,0,1361,1.0,QULU01000016.1,GCA_003481775.1_genomic
AP018533.3254502.3256012,16S_rRNA::AP018533.1:3254488-3256017(-),100.0,1511,0,0,1,1511,1,1529,-1,0,1511,1.0,AP018533.1,GCA_003573975.1_genomic
FJ503363.1.1377,16S_rRNA::QVGR01000014.1:27-1555(-),99.1,1377,12,1,1,1377,1,1528,-1,0,1377,1.0,QVGR01000014.1,GCA_003602905.1_genomic
KF841776.1.1365,16S_rRNA::QVGS01000002.1:70478-71987(+),99.1,1369,8,2,1,1365,1,1509,-1,0,1365,1.002930402930403,QVGS01000002.1,GCA_003603005.1_genomic
DQ795542.1.1390,16S_rRNA::QTMK01000005.1:27-1555(-),99.1,1390,12,0,1,1390,1,1528,-1,0,1390,1.0,QTMK01000005.1,GCA_003603145.1_genomic
HQ770164.1.1458,16S_rRNA::QTMT01000010.1:117-1677(+),99.1,1458,13,0,1,1458,1,1560,-1,0,1458,1.0,QTMT01000010.1,GCA_003603295.1_genomic
FJ362983.1.1338,16S_rRNA::QVGY01000003.1:71079-72588(+),99.3,1338,10,0,1,1338,1,1509,-1,0,1338,1.0,QVGY01000003.1,GCA_003604105.1_genomic
HQ784638.1.1442,16S_rRNA::QTMV01000010.1:196155-197676(+),99.2,1442,11,0,1,1442,1,1521,-1,0,1442,1.0,QTMV01000010.1,GCA_003635365.1_genomic
CDZS01054246.58550.60054,16S_rRNA::QTMX01000011.1:464-1985(-),99.3,1505,10,0,1,1505,1,1521,-1,0,1505,1.0,QTMX01000011.1,GCA_003635375.1_genomic
AB238924.1.1486,16S_rRNA::QTLZ01000001.1:408977-410498(-),99.3,1486,10,0,1,1486,1,1521,-1,0,1486,1.0,QTLZ01000001.1,GCA_003635425.1_genomic
AY974070.1.1396,16S_rRNA::QTMM01000013.1:117-1640(+),99.2,1396,10,1,1,1396,1,1523,-1,0,1396,1.0,QTMM01000013.1,GCA_003635445.1_genomic
HE586272.1.1303,16S_rRNA::CP033784.1:2503461-2504981(-),99.9,1303,1,0,1,1303,1,1520,-1,0,1303,1.0,CP033784.1,GCA_003955985.1_genomic
AJ586357.1.1440,16S_rRNA::CP026365.1:760290-761844(+),100.0,1440,0,0,1,1440,1,1554,-1,0,1440,1.0,CP026365.1,GCA_004116995.1_genomic
DQ400350.106162.107648,16S_rRNA::RHGE01000137.1:3977-5464(-),99.1,1487,10,1,1,1487,1,1487,-1,0,1487,1.0,RHGE01000137.1,GCA_004296775.1_genomic
GQ133121.1.1411,16S_rRNA::WOYE01000004.1:93-1644(-),99.3,1411,9,1,1,1411,1,1551,-1,0,1411,1.0,WOYE01000004.1,GCA_009740415.1_genomic
DQ445723.1.1210,16S_rRNA::CP047880.1:1537721-1539183(-),99.9,1210,1,0,1,1210,1,1462,-1,0,1210,1.0,CP047880.1,GCA_009911715.1_genomic
JX548350.1.1532,16S_rRNA::CP047917.1:162528-164095(+),99.2,1532,12,0,1,1532,1,1567,-1,0,1532,1.0,CP047917.1,GCA_010202115.1_genomic
JF131013.1.1258,16S_rRNA::CP047919.1:143479-145047(+),99.3,1258,9,0,1,1258,1,1568,-1,0,1258,1.0,CP047919.1,GCA_010202465.1_genomic
EF603861.1.1491,16S_rRNA::VIQV01000011.1:185-1717(+),99.6,1491,6,0,1,1491,1,1532,-1,0,1491,1.0,VIQV01000011.1,GCA_010206265.1_genomic
JF143268.1.1370,16S_rRNA::JAABLG010000028.1:3378-4922(-),99.1,1370,11,1,1,1370,1,1544,-1,0,1370,1.0,JAABLG010000028.1,GCA_010604095.1_genomic
EU509561.1.1379,16S_rRNA::BLLU01000055.1:167-1683(+),99.4,1379,8,0,1,1379,1,1516,-1,0,1379,1.0,BLLU01000055.1,GCA_011959105.1_genomic
KT923323.1.1217,16S_rRNA::JACHLF010000004.1:296535-298048(+),99.2,1220,5,3,1,1217,1,1513,-1,0,1217,1.0024650780608053,JACHLF010000004.1,GCA_014204435.1_genomic
AAQK01001555.694.2198,16S_rRNA::QQXM01000011.1:43-1566(+),99.9,1506,1,1,1,1505,1,1523,-1,0,1505,1.0006644518272425,QQXM01000011.1,GCA_014610835.1_genomic
DQ796936.1.1402,16S_rRNA::CP042464.1:2106893-2108422(-),99.1,1402,12,0,1,1402,1,1529,-1,0,1402,1.0,CP042464.1,GCA_015074785.1_genomic
AM696758.1.1492,16S_rRNA::CP046174.1:2140248-2141785(+),99.4,1492,9,0,1,1492,1,1537,-1,0,1492,1.0,CP046174.1,GCA_017161075.1_genomic
EF404747.1.1494,16S_rRNA::JAGTTP010000001.1:1284423-1285951(+),99.4,1494,9,0,1,1494,1,1528,-1,0,1494,1.0,JAGTTP010000001.1,GCA_018223365.1_genomic
FJ370633.1.1245,16S_rRNA::JAGTTS010000006.1:122549-124076(-),99.1,1245,9,2,1,1245,1,1527,-1,0,1245,1.0,JAGTTS010000006.1,GCA_018223375.1_genomic
GQ898267.1.1477,16S_rRNA::JAGTTR010000033.1:53-1580(+),99.3,1477,11,0,1,1477,1,1527,-1,0,1477,1.0,JAGTTR010000033.1,GCA_018223385.1_genomic
HQ739956.1.1454,16S_rRNA::JAGTTQ010000001.1:1643310-1644837(-),99.9,1454,2,0,1,1454,1,1527,-1,0,1454,1.0,JAGTTQ010000001.1,GCA_018223415.1_genomic
HQ785700.1.1436,16S_rRNA::CP073694.1:2954127-2955655(+),99.4,1436,9,0,1,1436,1,1528,-1,0,1436,1.0,CP073694.1,GCA_018228705.1_genomic
LT615140.3.1322,16S_rRNA::CP083650.1:834191-835727(+),100.0,1320,0,0,1,1320,1,1536,-1,0,1320,1.0,CP083650.1,GCA_020099315.1_genomic
FJ371271.1.1360,16S_rRNA::JAJBSL010000062.1:58-1586(+),99.0,1360,11,2,1,1360,1,1528,-1,0,1360,1.0,JAJBSL010000062.1,GCA_020540725.1_genomic
HQ796723.1.1444,16S_rRNA::JAJCJC010000033.1:342-1867(+),99.7,1444,5,0,1,1444,1,1525,-1,0,1444,1.0,JAJCJC010000033.1,GCA_020555605.1_genomic
EF403383.1.1490,16S_rRNA::JAJCJJ010000010.1:3902-5427(-),99.9,1490,1,0,1,1490,1,1525,-1,0,1490,1.0,JAJCJJ010000010.1,GCA_020555865.1_genomic
HQ775614.1.1428,16S_rRNA::JAJCKG010000020.1:20-1534(-),99.8,1428,3,0,1,1428,1,1514,-1,0,1428,1.0,JAJCKG010000020.1,GCA_020558355.1_genomic
HK240816.4.1502,16S_rRNA::CP085928.1:816419-817936(+),99.9,1499,1,0,1,1499,1,1517,-1,0,1499,1.0,CP085928.1,GCA_020735665.1_genomic
EU468131.1.1313,16S_rRNA::JADYUE010000080.1:12-1515(-),99.0,1313,13,0,1,1313,1,1503,-1,0,1313,1.0,JADYUE010000080.1,GCA_021531615.1_genomic
AP011541.2938766.2940303,16S_rRNA::JAHREJ010000094.1:4-1551(+),99.8,1538,3,0,1,1538,1,1547,-1,0,1538,1.0,JAHREJ010000094.1,GCA_021733645.1_genomic
DQ905437.1.1471,16S_rRNA::BQOK01000001.1:1515839-1517366(+),99.7,1471,5,0,1,1471,1,1527,-1,0,1471,1.0,BQOK01000001.1,GCA_022835495.1_genomic
HQ767419.1.1452,16S_rRNA::AP025573.1:47380-48910(+),99.8,1452,3,0,1,1452,1,1530,-1,0,1452,1.0,AP025573.1,GCA_022845895.1_genomic
JF160900.1.1352,16S_rRNA::AP025583.1:128195-129724(+),99.6,1352,6,0,1,1352,1,1529,-1,0,1352,1.0,AP025583.1,GCA_022846095.1_genomic
DQ905133.1.1451,16S_rRNA::JANFXS010000013.1:16-1550(-),99.8,1451,3,0,1,1451,1,1534,-1,0,1451,1.0,JANFXS010000013.1,GCA_024460105.1_genomic
ABCA03000037.60092.61588,16S_rRNA::CP102281.1:22536-24041(+),100.0,1497,0,0,1,1497,1,1505,-1,0,1497,1.0,CP102281.1,GCA_025150425.1_genomic
AB606308.1.1509,16S_rRNA::CP065938.1:348998-350541(+),99.5,1509,7,0,1,1509,1,1543,-1,0,1509,1.0,CP065938.1,GCA_025232395.1_genomic
JQ189066.1.1363,16S_rRNA::JAPDUW010000001.1:2217071-2218600(-),99.3,1363,9,1,1,1363,1,1529,-1,0,1363,1.0,JAPDUW010000001.1,GCA_026015295.1_genomic
JQ186542.1.1364,16S_rRNA::JAPDVG010000001.1:1386121-1387650(-),99.0,1364,11,2,1,1364,1,1529,-1,0,1364,1.0,JAPDVG010000001.1,GCA_026015625.1_genomic
EF399584.1.1489,16S_rRNA::JAQENU010000006.1:252203-253726(+),99.7,1489,4,0,1,1489,1,1523,-1,0,1489,1.0,JAQENU010000006.1,GCA_027676805.1_genomic
HM007590.1.1365,16S_rRNA::JAQDCK010000022.1:3344-4849(-),99.3,1365,8,1,1,1365,1,1505,-1,0,1365,1.0,JAQDCK010000022.1,GCA_027681045.1_genomic
EU464362.1.1405,16S_rRNA::JARJBJ010000014.1:404-1950(+),99.4,1405,8,0,1,1405,1,1546,-1,0,1405,1.0,JARJBJ010000014.1,GCA_029269845.1_genomic
HQ698586.1.1428,16S_rRNA::CP131612.1:777725-779259(+),100.0,1428,0,0,1,1428,1,1534,-1,0,1428,1.0,CP131612.1,GCA_030686115.1_genomic
KX021300.1.1561,16S_rRNA::LT608311.1:575387-576951(-),99.9,1561,0,1,1,1561,1,1564,-1,0,1561,1.0,LT608311.1,GCA_900095875.1_genomic
FNWA01000005.212.1718,16S_rRNA::LT629950.1:208-1731(+),100.0,1507,0,0,1,1507,1,1523,-1,0,1507,1.0,LT629950.1,GCA_900104565.1_genomic
JX657043.1.1256,16S_rRNA::FNPS01000022.1:69-1579(+),100.0,1256,0,0,1,1256,1,1510,-1,0,1256,1.0,FNPS01000022.1,GCA_900107365.1_genomic
JN713503.1.1475,16S_rRNA::FONK01000007.1:113841-115355(+),99.9,1475,1,0,1,1475,1,1514,-1,0,1475,1.0,FONK01000007.1,GCA_900112915.1_genomic
FQLV01000006.581693.583207,16S_rRNA::LT635553.1:943873-945404(+),100.0,1515,0,0,1,1515,1,1531,-1,0,1515,1.0,LT635553.1,GCA_900120395.1_genomic
LT700188.630817.632359,16S_rRNA::LT700188.1:1044567-1046127(+),100.0,1543,0,0,1,1543,1,1560,-1,0,1543,1.0,LT700188.1,GCA_900155405.1_genomic
LT700187.554140.555655,16S_rRNA::LT700187.1:3607-5141(-),100.0,1516,0,0,1,1516,1,1534,-1,0,1516,1.0,LT700187.1,GCA_900155415.1_genomic
FWEL01000003.4055.5565,16S_rRNA::LT827109.1:4041-5570(-),100.0,1511,0,0,1,1511,1,1529,-1,0,1511,1.0,LT827109.1,GCA_900169975.1_genomic
LT827128.1667230.1668717,16S_rRNA::LT827128.1:1667216-1668721(-),100.0,1488,0,0,1,1488,1,1505,-1,0,1488,1.0,LT827128.1,GCA_900170005.1_genomic
LT576387.1.1491,16S_rRNA::LT963430.1:2693823-2695346(-),100.0,1491,0,0,1,1491,1,1523,-1,0,1491,1.0,LT963430.1,GCA_900199405.1_genomic
HK693446.10.1506,16S_rRNA::OPYK01000016.1:3455-4969(-),100.0,1497,0,0,1,1497,1,1514,-1,0,1497,1.0,OPYK01000016.1,GCA_900343135.1_genomic
FJ543031.1.1448,16S_rRNA::UCOA01000074.1:4751-6233(-),99.4,1448,9,0,1,1448,1,1482,-1,0,1448,1.0,UCOA01000074.1,GCA_900474095.1_genomic
FMFC01000005.257803.259286,16S_rRNA::UWOR01000025.1:638-2140(-),99.9,1484,1,0,1,1484,1,1502,-1,0,1484,1.0,UWOR01000025.1,GCA_900604495.1_genomic
FJ611878.1.1366,16S_rRNA::CABDWT010000003.1:110196-111734(-),99.4,1366,8,0,1,1366,1,1538,-1,0,1366,1.0,CABDWT010000003.1,GCA_901456055.1_genomic
AY136666.1.1483,16S_rRNA::CABIYL010000008.1:23169-24699(-),99.3,1483,9,1,1,1483,1,1530,-1,0,1483,1.0,CABIYL010000008.1,GCA_902362925.1_genomic
GQ492408.1.1378,16S_rRNA::CABIYX010000002.1:3763-5292(-),99.2,1378,11,0,1,1378,1,1529,-1,0,1378,1.0,CABIYX010000002.1,GCA_902363045.1_genomic
HM287807.1.1367,16S_rRNA::CABIZZ010000006.1:17-1562(+),99.1,1369,11,2,1,1367,1,1545,-1,0,1367,1.0014630577907828,CABIZZ010000006.1,GCA_902363395.1_genomic
EU462565.1.1387,16S_rRNA::CABJAW010000027.1:1933-3458(-),99.1,1387,12,0,1,1387,1,1525,-1,0,1387,1.0,CABJAW010000027.1,GCA_902363665.1_genomic
EF402425.1.1497,16S_rRNA::CABJBF010000010.1:49-1579(+),99.2,1497,12,0,1,1497,1,1530,-1,0,1497,1.0,CABJBF010000010.1,GCA_902363805.1_genomic
FJ367848.1.1334,16S_rRNA::CABJFQ010000017.1:516-2018(+),99.3,1334,9,1,1,1334,1,1502,-1,0,1334,1.0,CABJFQ010000017.1,GCA_902364975.1_genomic
JF200027.1.1366,16S_rRNA::CAJNCE010000033.1:3339-4883(-),99.1,1367,11,1,1,1366,1,1544,-1,0,1366,1.000732064421669,CAJNCE010000033.1,GCA_905221185.1_genomic
AJ400261.1.1495,16S_rRNA::CAJTBF010000024.1:29455-30985(+),99.7,1495,4,1,1,1495,1,1530,-1,0,1495,1.0,CAJTBF010000024.1,GCA_910574195.1_genomic
AY993830.1.1279,16S_rRNA::CAJTAL010000035.1:595-2124(-),99.1,1279,10,1,1,1279,1,1529,-1,0,1279,1.0,CAJTAL010000035.1,GCA_910574285.1_genomic
EF098973.1.1393,16S_rRNA::CAJTAT010000002.1:320245-321777(-),99.8,1393,3,0,1,1393,1,1532,-1,0,1393,1.0,CAJTAT010000002.1,GCA_910574475.1_genomic
AB702916.1.1364,16S_rRNA::CAJTDS010000028.1:3474-4980(-),99.3,1365,8,1,1,1364,1,1506,-1,0,1364,1.000733137829912,CAJTDS010000028.1,GCA_910575165.1_genomic
JQ084332.1.1496,16S_rRNA::CAJTEE010000016.1:168-1699(+),99.8,1496,3,0,1,1496,1,1531,-1,0,1496,1.0,CAJTEE010000016.1,GCA_910575275.1_genomic
EF099902.1.1386,16S_rRNA::CAJTER010000064.1:924-2437(-),99.8,1387,1,2,1,1386,1,1513,-1,0,1386,1.0007215007215007,CAJTER010000064.1,GCA_910575405.1_genomic
DQ815799.1.1387,16S_rRNA::CAJTFG010000001.1:802018-803552(+),99.3,1387,6,4,1,1387,1,1534,-1,0,1387,1.0,CAJTFG010000001.1,GCA_910575705.1_genomic
EU504762.1.1397,16S_rRNA::CAJTJP010000001.1:232986-234522(+),99.4,1397,8,0,1,1397,1,1536,-1,0,1397,1.0,CAJTJP010000001.1,GCA_910576855.1_genomic
DQ904727.1.1491,16S_rRNA::CAKASQ030000068.1:3446-4975(-),99.7,1491,4,0,1,1491,1,1529,-1,0,1491,1.0,CAKASQ030000068.1,GCA_916988195.3_genomic
HM196764.1.1419,16S_rRNA::CAMPOT010000002.1:304737-306250(+),99.5,1419,6,1,1,1419,1,1513,-1,0,1419,1.0,CAMPOT010000002.1,GCA_946892665.1_genomic
AF251035.1.1484,16S_rRNA::NC_004572.3:213478-214997(+),100.0,1484,0,0,1,1484,1,1519,-1,0,1484,1.0,NC_004572.3,GCF_000007485.1_genomic
U12463.1.1454,16S_rRNA::NC_006142.1:779669-781163(-),100.0,1454,0,0,1,1454,1,1494,-1,0,1454,1.0,NC_006142.1,GCF_000008045.1_genomic
D85438.1.1376,16S_rRNA::NC_002967.9:610186-611728(+),99.9,1376,2,0,1,1376,1,1542,-1,0,1376,1.0,NC_002967.9,GCF_000008185.1_genomic
EU768315.1.1350,16S_rRNA::NC_008618.1:1614925-1616455(-),99.3,1352,7,3,1,1350,1,1530,-1,0,1350,1.0014814814814814,NC_008618.1,GCF_000010425.1_genomic
AF414809.1.1363,16S_rRNA::NC_010729.1:229314-230842(+),100.0,1363,0,0,1,1363,1,1528,-1,0,1363,1.0,NC_010729.1,GCF_000010505.1_genomic
X82061.1.1402,16S_rRNA::NC_003450.3:1479364-1480885(+),99.7,1403,3,1,1,1402,1,1521,-1,0,1402,1.0007132667617689,NC_003450.3,GCF_000011325.1_genomic
KF077536.1.1357,16S_rRNA::NC_009614.1:2183539-2185063(+),99.3,1357,10,0,1,1357,1,1524,-1,0,1357,1.0,NC_009614.1,GCF_000012825.1_genomic
ABDX01000067.78.1390,16S_rRNA::NC_008261.1:10170-11680(+),100.0,1313,0,0,1,1313,1,1510,-1,0,1313,1.0,NC_008261.1,GCF_000013285.1_genomic
AY928229.1.1275,16S_rRNA::NC_007778.1:4824434-4825919(-),99.3,1278,6,2,1,1275,1,1485,-1,0,1275,1.0023529411764707,NC_007778.1,GCF_000013365.1_genomic
DQ287787.1.1400,16S_rRNA::NC_007947.1:64113-65652(+),100.0,1400,0,0,1,1400,1,1539,-1,0,1400,1.0,NC_007947.1,GCF_000013705.1_genomic
AF145752.1.1280,16S_rRNA::NC_008048.1:2851567-2853053(-),100.0,1280,0,0,1,1280,1,1486,-1,0,1280,1.0,NC_008048.1,GCF_000013985.1_genomic
CU466639.1.1029,16S_rRNA::NC_009515.1:333481-334953(-),99.0,1032,7,2,1,1029,1,1472,-1,0,1029,1.0029154518950438,NC_009515.1,GCF_000016525.1_genomic
CP000705.1373427.1374995,16S_rRNA::NC_009513.1:1373426-1374998(-),100.0,1569,0,0,1,1569,1,1572,-1,0,1569,1.0,NC_009513.1,GCF_000016825.1_genomic
DQ174182.1.1339,16S_rRNA::NC_009714.1:72263-73770(+),100.0,1339,0,0,1,1339,1,1507,-1,0,1339,1.0,NC_009714.1,GCF_000017585.1_genomic
DQ250645.1.1314,16S_rRNA::NC_009922.1:2608516-2610026(-),99.9,1314,1,0,1,1314,1,1510,-1,0,1314,1.0,NC_009922.1,GCF_000018325.1_genomic
DQ287786.1.1395,16S_rRNA::NC_012968.1:214624-216158(+),99.9,1395,2,0,1,1395,1,1534,-1,0,1395,1.0,NC_012968.1,GCF_000023705.1_genomic
CP001682.1030248.1031751,16S_rRNA::NC_013170.1:1030246-1031755(-),100.0,1504,0,0,1,1504,1,1509,-1,0,1504,1.0,NC_013170.1,GCF_000023845.1_genomic
HM007566.1.1345,16S_rRNA::NC_013520.1:722765-724325(+),100.0,1345,0,0,1,1345,1,1560,-1,0,1345,1.0,NC_013520.1,GCF_000024945.1_genomic
CP001859.2076155.2077699,16S_rRNA::NC_013740.1:24678-26233(+),100.0,1545,0,0,1,1545,1,1555,-1,0,1545,1.0,NC_013740.1,GCF_000025305.1_genomic
HM007585.1.1335,16S_rRNA::NC_003228.3:3205533-3207058(-),99.8,1335,3,0,1,1335,1,1525,-1,0,1335,1.0,NC_003228.3,GCF_000025985.1_genomic
AM942444.1853332.1854780,16S_rRNA::NC_010545.1:1853301-1854820(-),100.0,1449,0,0,1,1449,1,1519,-1,0,1449,1.0,NC_010545.1,GCF_000069945.1_genomic
CP003252.272446.273850,16S_rRNA::NC_006461.1:131302-132819(+),99.9,1405,2,0,1,1405,1,1517,-1,0,1405,1.0,NC_006461.1,GCF_000091545.1_genomic
EF090267.1.1445,16S_rRNA::NZ_GL379777.1:69290-70810(+),100.0,1445,0,0,1,1445,1,1520,-1,0,1445,1.0,NZ_GL379777.1,GCF_000143765.1_genomic
HM258988.1.1339,16S_rRNA::NZ_CM000961.1:1019763-1021277(+),99.1,1339,12,0,1,1339,1,1514,-1,0,1339,1.0,NZ_CM000961.1,GCF_000143825.1_genomic
FN178464.1.1428,16S_rRNA::NC_014363.1:159961-161472(+),100.0,1428,0,0,1,1428,1,1511,-1,0,1428,1.0,NC_014363.1,GCF_000143845.1_genomic
CP001104.697435.698953,16S_rRNA::NC_012778.1:697429-698958(+),100.0,1519,0,0,1,1519,1,1529,-1,0,1519,1.0,NC_012778.1,GCF_000146185.1_genomic
AJ576075.1.1341,16S_rRNA::NZ_GL385913.1:175-1712(+),99.9,1341,1,0,1,1341,1,1537,-1,0,1341,1.0,NZ_GL385913.1,GCF_000146285.1_genomic
AF481227.1.1485,16S_rRNA::NZ_GL397215.1:4044-5570(-),100.0,1485,0,0,1,1485,1,1526,-1,0,1485,1.0,NZ_GL397215.1,GCF_000146675.1_genomic
AB649277.1.1490,16S_rRNA::NZ_DS483473.1:183992-185529(-),99.9,1490,1,0,1,1490,1,1537,-1,0,1490,1.0,NZ_DS483473.1,GCF_000154285.1_genomic
ABEZ02000015.506.1996,16S_rRNA::NZ_DS499553.1:500-2001(+),100.0,1491,0,0,1,1491,1,1501,-1,0,1491,1.0,NZ_DS499553.1,GCF_000154445.1_genomic
AJ518871.1.1462,16S_rRNA::NZ_DS560015.1:23025-24542(+),100.0,1462,0,0,1,1462,1,1517,-1,0,1462,1.0,NZ_DS560015.1,GCF_000154825.1_genomic
AF348748.1.1327,16S_rRNA::NZ_DS990402.1:44-1540(+),100.0,1327,0,0,1,1327,1,1496,-1,0,1327,1.0,NZ_DS990402.1,GCF_000155475.1_genomic
ABWK02000005.70.1618,16S_rRNA::NZ_GG697141.2:400047-401606(-),100.0,1549,0,0,1,1549,1,1559,-1,0,1549,1.0,NZ_GG697141.2,GCF_000155955.1_genomic
ABWL02000011.84303.85559,16S_rRNA::NZ_GG730300.1:85040-86301(+),100.0,1257,0,0,1,1257,1,1261,-1,0,1257,1.0,NZ_GG730300.1,GCF_000155975.1_genomic
ACBZ01000217.267.1788,16S_rRNA::NZ_GG657694.1:261-1791(-),100.0,1522,0,0,1,1522,1,1530,-1,0,1522,1.0,NZ_GG657694.1,GCF_000157975.1_genomic
ACCF01000268.3369.4627,16S_rRNA::NZ_GG657564.1:3363-4627(-),100.0,1259,0,0,1,1259,1,1264,-1,0,1259,1.0,NZ_GG657564.1,GCF_000157995.1_genomic
ACDP02000005.388.1906,16S_rRNA::NZ_KI392030.1:596295-597822(+),100.0,1519,0,0,1,1519,1,1527,-1,0,1519,1.0,NZ_KI392030.1,GCF_000158475.2_genomic
