	Aerobic	Anaerobic	Contains_Mobile_Elements	Facultatively_Anaerobic	Forms_Biofilms	Gram_Negative	Gram_Positive	Potentially_Pathogenic	Stress_Tolerant
DQ057422.1.1460	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU459947.1.1392	1	0	0.030172414	0	0.029411765	1	0	0.03649635	0.06779661
EU464384.1.1394	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU465630.1.1402	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU453006.1.1394	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU451012.1.1389	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU462219.1.1367	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU458696.1.1348	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326231.1.1338	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ326080.1.1350	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326597.1.1346	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ325663.1.1352	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
GQ003913.1.1349	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
GQ014695.1.1350	0	1	0.004310345	0	0.0	1	0	0.0	0.0
DQ130031.1.1346	1	0	0.00862069	0	0.058823529	1	0	0.00729927	0.016949153
EU453376.1.1380	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU472782.1.1399	0	0	0.237068966	1	0.058823529	1	0	0.255474453	0.525423729
EU456598.1.1395	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU458298.1.1334	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU460771.1.1421	1	0	0.00862069	0	0.0	0	1	0.00729927	0.016949153
EU457376.1.1366	0	1	0.00862069	0	0.029411765	0	1	0.0	0.016949153
EU453633.1.1382	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU454483.1.1373	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU459282.1.1372	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326341.1.1343	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
EU455128.1.1364	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ326682.1.1354	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
GQ006269.1.1347	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU474937.1.1425	0	1	0.004310345	0	0.0	1	0	0.01459854	0.016949153
EU457125.1.1393	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU473947.1.1387	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU462346.1.1392	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU459175.1.1418	0	0	0.043103448	0	0.0	0	1	0.00729927	0.016949153
EU462421.1.1387	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HM269918.1.1366	1	0	0.00862069	0	0.029411765	0	1	0.0	0.016949153
EU473620.1.1431	0	1	0.004310345	0	0.0	1	0	0.01459854	0.016949153
EU456135.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU459394.1.1363	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU474901.1.1385	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
EU459823.1.1393	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
EU459430.1.1388	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU459789.1.1388	0	0	0.00862069	1	0.0	0	1	0.00729927	0.016949153
DQ325815.1.1347	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU469609.1.1390	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
GQ014599.1.1341	1	0	0.004310345	0	0.029411765	0	1	0.00729927	0.016949153
EU461433.1.1390	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU460635.1.1403	0	0	0.215517241	1	0.088235294	1	0	0.211678832	0.423728814
EU456850.1.1382	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
HM263196.1.1366	1	0	0.00862069	0	0.029411765	0	1	0.0	0.016949153
EU467363.1.1378	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU475729.1.1389	0	0	0.043103448	0	0.0	0	1	0.00729927	0.016949153
EU462489.1.1374	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
HM263244.1.1354	1	0	0.004310345	0	0.029411765	0	1	0.00729927	0.016949153
GQ009817.1.1352	1	0	0.0	0	0.0	1	0	0.00729927	0.0
GQ006386.1.1338	0	0	0.0	0	0.029411765	0	1	0.00729927	0.016949153
DQ232863.1.1444	0	1	0.00862069	0	0.0	1	0	0.01459854	0.016949153
EU461751.1.1392	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU464299.1.1383	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU464318.1.1388	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU459946.1.1383	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU461717.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU462438.1.1379	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU461649.1.1389	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU475604.1.1363	0	1	0.00862069	0	0.0	0	1	0.00729927	0.016949153
EU459784.1.1373	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
GQ006447.1.1346	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU462785.1.1388	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU459778.1.1391	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU462278.1.1388	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU462389.1.1390	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU461755.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU458570.1.1390	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU462436.1.1366	1	0	0.004310345	0	0.029411765	1	0	0.0	0.016949153
EU467991.1.1402	0	0	0.168103448	1	0.117647059	1	0	0.197080292	0.559322034
EU460064.1.1390	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU462919.1.1400	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HM267398.1.1360	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU462600.1.1388	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU458474.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326200.1.1352	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU462946.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU461297.1.1371	0	1	0.00862069	0	0.0	1	0	0.01459854	0.016949153
EU458660.1.1392	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU466767.1.1395	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU457459.1.1398	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
GQ006553.1.1331	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU466960.1.1401	0	0	0.784482759	1	0.529411765	1	0	0.795620438	1.084745763
EU464414.1.1401	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU458456.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU462972.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HM270154.1.1352	1	0	0.00862069	0	0.029411765	0	1	0.0	0.016949153
EU459332.1.1401	0	0	0.784482759	1	0.529411765	1	0	0.795620438	1.084745763
EU462462.1.1381	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU461800.1.1409	0	0	0.012931034	1	0.0	0	1	0.01459854	0.0
EU461743.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU461642.1.1389	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU467414.1.1360	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
HM269123.1.1353	1	0	0.0	0	0.029411765	0	1	0.0	0.016949153
EU467466.1.1334	0	1	0.00862069	0	0.0	1	0	0.01459854	0.016949153
EU460179.1.1393	0	0	0.00862069	1	0.0	0	1	0.00729927	0.016949153
EU465159.1.1320	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.0
EU462755.1.1387	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU462849.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ394644.1.1506	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU464287.1.1366	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
EU459919.1.1365	0	1	0.00862069	0	0.029411765	0	1	0.0	0.016949153
GQ009353.1.1366	1	0	0.00862069	0	0.029411765	0	1	0.0	0.016949153
EU460090.1.1388	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU465360.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU462087.1.1387	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
GQ014615.1.1346	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU464312.1.1391	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU463375.1.1392	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU474817.1.1376	0	1	0.00862069	0	0.0	1	0	0.01459854	0.016949153
EU463172.1.1374	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
HM267060.1.1360	0	1	0.012931034	0	0.0	1	0	0.01459854	0.016949153
EU463772.1.1375	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
EU463773.1.1383	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU462282.1.1380	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU475485.1.1382	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HM265475.1.1351	1	0	0.004310345	0	0.029411765	1	0	0.03649635	0.033898305
EU466913.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU471210.1.1408	0	0	0.237068966	1	0.058823529	1	0	0.255474453	0.525423729
EU464372.1.1389	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU464266.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU506900.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU464283.1.1380	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU463429.1.1389	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU460122.1.1346	0	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
EU467317.1.1357	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU465383.1.1384	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326585.1.1351	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU462774.1.1354	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
EU472095.1.1382	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU464248.1.1379	0	0	0.004310345	0	0.0	1	0	0.0	0.0
EU463088.1.1392	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
GQ014216.1.1367	0	1	0.012931034	0	0.0	1	0	0.01459854	0.016949153
EU465381.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
GQ014713.1.1346	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU506556.1.1362	0	1	0.00862069	0	0.0	0	1	0.00729927	0.016949153
GQ014215.1.1357	0	1	0.012931034	0	0.0	1	0	0.01459854	0.016949153
GQ014626.1.1348	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU463652.1.1391	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
GQ014665.1.1350	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU466239.1.1370	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU511933.1.1382	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
GQ014272.1.1361	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU467281.1.1378	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU468200.1.1367	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU462530.1.1385	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU469566.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU462765.1.1384	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ325939.1.1351	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU467212.1.1358	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU465611.1.1397	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326449.1.1352	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU467112.1.1366	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU469383.1.1386	0	0	0.00862069	1	0.0	0	1	0.00729927	0.016949153
DQ325982.1.1342	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
HM274530.1.1342	0	0	0.025862069	0	0.029411765	0	1	0.01459854	0.016949153
EU465353.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU467507.1.1348	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU472732.1.1390	0	0	0.784482759	1	0.529411765	1	0	0.795620438	1.084745763
EU472919.1.1393	0	0	0.237068966	1	0.058823529	1	0	0.255474453	0.525423729
GQ014659.1.1348	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
GQ014747.1.1357	0	1	0.012931034	0	0.0	1	0	0.01459854	0.016949153
EU469766.1.1393	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ325618.1.1351	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
EU505659.1.1378	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ325766.1.1353	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU467577.1.1369	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU470649.1.1400	0	0	0.237068966	1	0.058823529	1	0	0.255474453	0.525423729
EU471279.1.1402	0	0	0.237068966	1	0.058823529	1	0	0.255474453	0.525423729
DQ326182.1.1354	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326186.1.1355	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326493.1.1337	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU469877.1.1372	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ326381.1.1354	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU506471.1.1364	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ325890.1.1356	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU509896.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326830.1.1351	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326162.1.1335	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
EU472558.1.1391	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU469483.1.1387	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU508214.1.1391	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
EU470464.1.1376	1	0	0.004310345	0	0.0	1	0	0.00729927	0.0
EU471213.1.1366	0	0	0.237068966	1	0.058823529	1	0	0.255474453	0.525423729
DQ326208.1.1350	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ327133.1.1349	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU471000.1.1390	0	0	0.784482759	1	0.529411765	1	0	0.795620438	1.084745763
EU469887.1.1377	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ325862.1.1349	0	1	0.004310345	0	0.029411765	0	1	0.00729927	0.016949153
DQ455857.1.1455	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU474318.1.1395	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ456046.1.1458	1	0	0.030172414	0	0.029411765	1	0	0.03649635	0.06779661
DQ325602.1.1340	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU469747.1.1392	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU467376.1.1388	0	1	0.004310345	0	0.0	1	0	0.01459854	0.016949153
DQ326680.1.1351	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326634.1.1352	0	0	0.00862069	1	0.0	0	1	0.00729927	0.016949153
EU474489.1.1369	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU468457.1.1347	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ456166.1.1450	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU471880.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326339.1.1382	0	1	0.004310345	0	0.0	1	0	0.01459854	0.016949153
EU472153.1.1362	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU475416.1.1402	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HM278922.1.1358	1	0	0.004310345	0	0.029411765	0	1	0.00729927	0.016949153
EU475693.1.1380	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU509831.1.1391	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU475191.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU531962.1.1391	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU471242.1.1407	0	0	0.237068966	1	0.058823529	1	0	0.255474453	0.525423729
EU469788.1.1437	0	1	0.012931034	0	0.0	0	1	0.00729927	0.016949153
EU475035.1.1367	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ325692.1.1352	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ455828.1.1453	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ326059.1.1335	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ456247.1.1440	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ326268.1.1334	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU469748.1.1389	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ456090.1.1455	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ326531.1.1351	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
EU472601.1.1392	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU474413.1.1398	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU510433.1.1393	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ456076.1.1438	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ326782.1.1351	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ456463.1.1450	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ326866.1.1353	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HM286061.1.1379	0	1	0.004310345	0	0.0	1	0	0.01459854	0.016949153
EU474431.1.1383	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU474214.1.1372	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
DQ456395.1.1455	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
GQ016596.1.1355	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ327487.1.1353	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
EU469676.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ456017.1.1452	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ326785.1.1353	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
HM283141.1.1350	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ326950.1.1352	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU474623.1.1371	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ394661.1.1545	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU474510.1.1379	0	0	0.004310345	0	0.0	1	0	0.0	0.0
EU503828.1.1393	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU474247.1.1383	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
EU475045.1.1398	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU472527.1.1389	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU474390.1.1388	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU475335.1.1384	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ394651.1.1520	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU475022.1.1383	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ325685.1.1348	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU509546.1.1373	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU474982.1.1374	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
EU507327.1.1382	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ456148.1.1449	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ353927.1.1482	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU504307.1.1379	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU475105.1.1368	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
DQ456112.1.1458	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU508175.1.1384	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ456091.1.1456	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU506151.1.1394	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU509862.1.1374	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU506921.1.1372	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU506185.1.1400	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU508827.1.1391	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU507337.1.1429	0	1	0.012931034	0	0.0	0	1	0.00729927	0.016949153
DQ394935.1.1522	0	0	0.00862069	0	0.0	0	1	0.00729927	0.016949153
EU491818.1.1490	0	0	0.012931034	0	0.0	0	1	0.00729927	0.016949153
EU505282.1.1388	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU507531.1.1373	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
EU504869.1.1405	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU508841.1.1373	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ455993.1.1452	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU509561.1.1379	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU504059.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU511996.1.1390	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HM274149.1.1328	0	1	0.004310345	0	0.0	0	1	0.0	0.0
EU509745.1.1408	0	1	0.0	0	0.029411765	1	0	0.00729927	0.0
HM294795.1.1361	0	0	0.004310345	1	0.176470588	1	0	0.065693431	0.169491525
EU510664.1.1405	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU508280.1.1358	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HM284965.1.1355	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
GQ021574.1.1308	0	0	0.012931034	1	0.058823529	1	0	0.0	0.033898305
EU507039.1.1382	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU511168.1.1363	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
HM276314.1.1357	1	0	0.004310345	0	0.029411765	0	1	0.00729927	0.016949153
EU622668.1.1497	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU509892.1.1393	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ456180.1.1437	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ456082.1.1452	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
EU506864.1.1393	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
HM278809.1.1347	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ456192.1.1444	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU531897.1.1396	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU510252.1.1380	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ456331.1.1451	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
GU592681.1.1369	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ455951.1.1458	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU510757.1.1381	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ456220.1.1454	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
GQ043829.1.1357	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
HM276638.1.1384	0	1	0.004310345	0	0.0	1	0	0.01459854	0.016949153
DQ456065.1.1451	0	1	0.012931034	0	0.0	1	0	0.01459854	0.016949153
DQ456133.1.1453	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU531944.1.1378	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ456362.1.1442	0	1	0.00862069	0	0.0	0	1	0.0	0.016949153
EU531998.1.1386	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
EU509924.1.1405	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
HM276817.1.1306	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.0
DQ456470.1.1450	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ455929.1.1449	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ455824.1.1440	0	1	0.00862069	0	0.0	0	1	0.01459854	0.016949153
DQ456371.1.1449	0	0	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ456401.1.1436	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU511665.1.1382	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ456069.1.1449	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
HM281543.1.1383	0	1	0.004310345	0	0.0	1	0	0.01459854	0.016949153
EU531917.1.1412	0	1	0.004310345	0	0.0	0	1	0.0	0.016949153
DQ456077.1.1454	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
GQ047146.1.1361	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ455846.1.1446	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
EU532000.1.1493	0	1	0.004310345	0	0.0	0	1	0.01459854	0.016949153
DQ456068.1.1430	1	0	0.004310345	0	0.029411765	1	0	0.0	0.016949153
DQ456245.1.1452	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ455918.1.1453	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
DQ456251.1.1450	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ456137.1.1456	0	1	0.0	0	0.0	1	0	0.01459854	0.016949153
DQ456460.1.1452	0	1	0.004310345	0	0.0	0	1	0.00729927	0.016949153
