"","results.valid_p","q_value","LR_stat","ko","ko_descript"
"550",0.0890951135135621,0.537648512275477,119.526823334714,"K01372","BLMH, pepC; bleomycin hydrolase [EC:3.4.22.40]"
"551",0.0897828031847658,0.540815106661048,119.459092004365,"K03614","rnfD; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2]"
"552",0.0904137017233437,0.543628760905395,119.397314458566,"K01826","hpaF, hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]"
"553",0.0913472247782402,0.548248533524375,119.306526534376,"K01104","E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]"
"554",0.091891736698513,0.55052107238694,119.253909148841,"K25316","racX, ygeA; amino-acid racemase [EC:5.1.1.10]"
"555",0.0942803906951803,0.563813723814961,119.025953067913,"K02303","cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"556",0.0958990207959254,0.572461960470641,118.874053327028,"K03735","eutB; ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]"
"557",0.0972280898146115,0.579353734460854,118.750824956406,"K21147","moeZR, moeBR; sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]"
"558",0.0975645892705844,0.580316974532383,118.719835065885,"K24041","yxeI; penicillin V amidase [EC:3.5.1.11]"
"559",0.0985398583239558,0.585062115178176,118.630487926611,"K25282","yclQ, ceuA; iron-siderophore transport system substrate-binding protein"
"560",0.0987149094606142,0.585062115178176,118.614524290205,"K03885","ndh; NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]"
"561",0.099140561317614,0.585713639189464,118.575799450718,"K03412","cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
"562",0.0993109366116676,0.585713639189464,118.560335493487,"K03387","ahpF; NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]"
"563",0.0993542569640458,0.585713639189464,118.556406866068,"K00632","fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]"
"564",0.0998468892023459,0.587574158266997,118.511824954437,"K07636","phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
"565",0.101023370300884,0.593445249608204,118.406046706788,"K00929","buk; butyrate kinase [EC:2.7.2.7]"
"566",0.103028931226006,0.604157283991366,118.227916572973,"K24180","mleP; malate permease and related proteins"
"567",0.104416270037578,0.61099113432944,118.106266240092,"K01473","hyuA; N-methylhydantoinase A [EC:3.5.2.14]"
"568",0.104562508074457,0.61099113432944,118.093516388038,"K02391","flgF; flagellar basal-body rod protein FlgF"
"569",0.104998471176314,0.612460326597867,118.055588515497,"K03408","cheW; purine-binding chemotaxis protein CheW"
"570",0.10535540603245,0.61346419758193,118.024626658843,"K19137","csn2; CRISPR-associated protein Csn2"
"571",0.106156444975958,0.617045955998608,117.95543603875,"K02395","flgJ; peptidoglycan hydrolase FlgJ"
"572",0.106925552471701,0.620429910233525,117.889382454434,"K01740","metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]"
"573",0.107173937893016,0.620785863642094,117.868128698715,"K13985","NAPEPLD; N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]"
"574",0.108689333940247,0.627592663746453,117.739276851892,"K09807","K09807; uncharacterized protein"
"575",0.108912650636123,0.627592663746453,117.72040586254,"K02770","fruA; fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]"
"576",0.108916352611617,0.627592663746453,117.720093284793,"K20460","nukE, mcdE, sboE; lantibiotic transport system permease protein"
"577",0.11045601010363,0.635361347545834,117.590794794884,"K01561","dehH; haloacetate dehalogenase [EC:3.8.1.3]"
"578",0.110974429970481,0.63723898455368,117.547570456277,"K02396","flgK; flagellar hook-associated protein 1"
"579",0.111677213463826,0.64016696284359,117.489221305133,"K25284","yclN, ceuB; iron-siderophore transport system permease protein"
"580",0.113238598388269,0.647998117328733,117.360586912855,"K16212","mgp; 4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281]"
"581",0.113881325183239,0.650554420452961,117.30803042084,"K07002","RBBP9; serine hydrolase [EC:3.-.-.-]"
"582",0.115023387204347,0.655179703277618,117.215199572494,"K02440","glpF; glycerol uptake facilitator"
"583",0.115085799039124,0.655179703277618,117.210146840964,"K10834","hmuV, phuV, bhuV, hemV; heme transport system ATP-binding protein [EC:7.6.2.5]"
"584",0.116124147067129,0.659958979650343,117.126389510065,"K08365","merR; MerR family transcriptional regulator, mercuric resistance operon regulatory protein"
"585",0.117038757525893,0.664019890988784,117.053084921302,"K02420","fliQ; flagellar biosynthesis protein FliQ"
"586",0.118518704468392,0.671268908072686,116.935387544034,"K06978","K06978; uncharacterized protein"
"587",0.120194418068752,0.679600125332516,116.803460986654,"K03366","butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"
"588",0.120606025994508,0.680767687543833,116.771269184865,"K07048","PTER, php; phosphotriesterase-related protein"
"589",0.120893704928831,0.68123294848691,116.748819210338,"K00053","ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]"
"590",0.1225925389053,0.689634977333376,116.61706259663,"K25156","evrA; viologen exporter family transport system ATP-binding protein"
"591",0.123502341580605,0.693577447895142,116.54706712674,"K19118","csd2, cas7; CRISPR-associated protein Csd2"
"592",0.124036444479095,0.695400268963034,116.506156989115,"K07816","E2.7.6.5; GTP pyrophosphokinase [EC:2.7.6.5]"
"593",0.125449585491146,0.702136887428521,116.398552184319,"K01953","asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]"
"594",0.126361988304564,0.705446435615543,116.329559813926,"K01815","kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]"
"595",0.126465992525233,0.705446435615543,116.321719195957,"K12541","lapB; ATP-binding cassette, subfamily C, bacterial LapB"
"596",0.128260503724783,0.71425606017207,116.187190935935,"K02400","flhA; flagellar biosynthesis protein FlhA"
"597",0.129924717051449,0.722311785416681,116.063684231901,"K02389","flgD; flagellar basal-body rod modification protein FlgD"
"598",0.130709478566591,0.725459463816915,116.00585423148,"K11103","dctA; aerobic C4-dicarboxylate transport protein"
"599",0.13154044977208,0.727751671808704,115.94490057538,"K13892","gsiA; glutathione transport system ATP-binding protein"
"600",0.131670875470454,0.727751671808704,115.935359621425,"K00046","idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]"
"601",0.131780281638153,0.727751671808704,115.927361723823,"K01223","E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]"
"602",0.132401539834919,0.72962718052519,115.88203949879,"K28188","tglT; guanylyltransferase TglT toxin"
"603",0.132559563078243,0.72962718052519,115.87053658939,"K10117","msmE; raffinose/stachyose/melibiose transport system substrate-binding protein"
"604",0.132931655942113,0.730463851112372,115.843491235613,"K03707","tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]"
"605",0.133257022755708,0.73104141905156,115.819888218336,"K01749","hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]"
"606",0.134006386572945,0.733939269035653,115.765689665454,"K01805","xylA; xylose isomerase [EC:5.3.1.5]"
"607",0.13449271726786,0.735389338734807,115.730635530257,"K00457","HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]"
"608",0.135420928568412,0.738105867661537,115.663991190003,"K01817","trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]"
"609",0.135437863123282,0.738105867661537,115.662778459361,"K03736","eutC; ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]"
"610",0.135656697581662,0.738105867661537,115.64711720515,"K02769","fruAb; fructose PTS system EIIB component [EC:2.7.1.202]"
"611",0.137989309938415,0.749568771989522,115.481329778487,"K07794","tctB; putative tricarboxylic transport membrane protein"
"612",0.138399524478602,0.749804434246793,115.452388662002,"K06906","gpU; phage tail protein"
"613",0.138542203509256,0.749804434246793,115.442337314323,"K02055","ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein"
"614",0.13871043164433,0.749804434246793,115.430495898235,"K12308","bgaB, lacA; beta-galactosidase [EC:3.2.1.23]"
"615",0.13900458122223,0.750172691181433,115.409816394866,"K13282","cphB; cyanophycinase [EC:3.4.15.6]"
"616",0.139573108816103,0.752018097663386,115.369938541562,"K11105","cvrA, nhaP2; potassium/hydrogen antiporter"
"617",0.140021276231469,0.753210074249994,115.338587206483,"K07317","K07317; adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"618",0.141333482375579,0.759038556641661,115.247214604798,"K02010","afuC, fbpC; iron(III) transport system ATP-binding protein [EC:7.2.2.7]"
"619",0.144329757242043,0.773877971383425,115.040883798019,"K00041","uxaB; tagaturonate reductase [EC:1.1.1.58]"
"620",0.144798119439636,0.775137029709921,115.008915114101,"K00171","porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]"
"621",0.145353754337601,0.776006716764306,114.971087254273,"K03307","TC.SSS; solute:Na+ symporter, SSS family"
"622",0.145428194584935,0.776006716764306,114.966027347978,"K01699","pduC; propanediol dehydratase large subunit [EC:4.2.1.28]"
"623",0.146198898676501,0.778867005950732,114.91375113555,"K00055","E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]"
"624",0.14946483662023,0.794990052472024,114.694424280623,"K02421","fliR; flagellar biosynthesis protein FliR"
"625",0.15005435325832,0.796848637542981,114.655206229703,"K02001","proW; glycine betaine/proline transport system permease protein"
"626",0.152316253221272,0.805543888342836,114.505757793926,"K06903","W; Bacteriophage baseplate protein W"
"627",0.15238344519531,0.805543888342836,114.501342868215,"K22397","yjhH, yagE; 2-dehydro-3-deoxy-D-pentonate aldolase [EC:4.1.2.28]"
"628",0.152419874022085,0.805543888342836,114.498949857421,"K04029","eutP; ethanolamine utilization protein EutP"
"629",0.15281749907333,0.805996609178781,114.472856638395,"K02618","paaZ; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]"
"630",0.152991221386753,0.805996609178781,114.461471878535,"K03336","iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]"
"631",0.154055830982829,0.810319022237732,114.39190612958,"K00355","NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"
"632",0.155006861486938,0.814031286827763,114.330053988625,"K11891","impL, vasK, icmF; type VI secretion system protein ImpL"
"633",0.155674534150196,0.815635221303998,114.286793296521,"K25154","evrC; viologen exporter family transport system permease protein"
"634",0.155803775325922,0.815635221303998,114.278434730832,"K03475","ulaA, sgaT; ascorbate PTS system EIIC component"
"635",0.156603334253873,0.815691513339544,114.22683416225,"K01821","praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]"
"636",0.157043349510084,0.815691513339544,114.198517713282,"K02387","flgB; flagellar basal-body rod protein FlgB"
"637",0.157043349510084,0.815691513339544,114.198517713282,"K02388","flgC; flagellar basal-body rod protein FlgC"
"638",0.157043349510084,0.815691513339544,114.198517713282,"K02408","fliE; flagellar hook-basal body complex protein FliE"
"639",0.157043349510084,0.815691513339544,114.198517713282,"K02419","fliP; flagellar biosynthesis protein FliP"
"640",0.157336250682485,0.8159359625237,114.179700028566,"K09707","K09707; uncharacterized protein"
"641",0.157779097404026,0.816956044124748,114.151296514001,"K25155","evrB; viologen exporter family transport system permease protein"
"642",0.158151731457047,0.817609963716415,114.127440475443,"K01725","cynS; cyanate lyase [EC:4.2.1.104]"
"643",0.159132371541367,0.821400219511351,114.064851226185,"K07707","agrA, blpR, fsrA; two-component system, LytTR family, response regulator AgrA"
"644",0.15943470262926,0.821682885134337,114.045610522094,"K18367","CoADR; CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]"
"645",0.160825270751199,0.827564455229815,113.957446560235,"K25285","yclP, ceuD; iron-siderophore transport system ATP-binding protein [EC:7.2.2.-]"
"646",0.161517375884844,0.827705034864082,113.913768297877,"K00052","leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]"
"647",0.161607017684335,0.827705034864082,113.908120809564,"K22736","VIT; vacuolar iron transporter family protein"
"648",0.161755639161015,0.827705034864082,113.898762469511,"K11068","hlyIII; hemolysin III"
"649",0.161850125829102,0.827705034864082,113.892816046172,"K18581","ugl; unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]"
"650",0.162405457217465,0.829267250007334,113.857916571311,"K10125","dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]"
"651",0.164015623150472,0.836202539533665,113.757202944007,"K11203","fryC, frvB; fructose-like PTS system EIIC or EIIBC or EIIABC component"
"652",0.165645610980113,0.842284131963357,113.655960007275,"K05593","aadK; aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]"
"653",0.165716040425451,0.842284131963357,113.651601343675,"K07120","K07120; uncharacterized protein"
"654",0.166699116182548,0.845985270045683,113.590897815322,"K19302","bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]"
"655",0.167443158986309,0.848463885000855,113.545121821185,"K25227","sdsA1; linear primary-alkylsulfatase [EC:3.1.6.21]"
"656",0.168740799269774,0.853442866909654,113.465628082981,"K17465","dgaB; D-glucosaminate PTS system EIIB component [EC:2.7.1.203]"
"657",0.168940031202062,0.853442866909654,113.453461184092,"K25283","yclO, ceuC; iron-siderophore transport system permease protein"
"658",0.16982760222365,0.855388192247838,113.399380164164,"K03417","prpB; methylisocitrate lyase [EC:4.1.3.30]"
"659",0.169840560015464,0.855388192247838,113.398592097054,"K00299","ssuE, msuE; FMN reductase [EC:1.5.1.38]"
"660",0.170428105332099,0.85662184195095,113.362902962166,"K21053","ade; adenine deaminase [EC:3.5.4.2]"
"661",0.170930011622902,0.85662184195095,113.332483991175,"K02167","betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes"
"662",0.171462281283371,0.85662184195095,113.30029302907,"K19505","gfrR; sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator"
"663",0.17162932981762,0.85662184195095,113.290204570085,"K02611","paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]"
"664",0.17162932981762,0.85662184195095,113.290204570085,"K02612","paaD; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD"
"665",0.171634084030546,0.85662184195095,113.28991755235,"K06218","relE, stbE; mRNA interferase RelE/StbE"
"666",0.172068852791349,0.857179140319821,113.263693482517,"K04063","osmC, ohr; lipoyl-dependent peroxiredoxin [EC:1.11.1.28]"
"667",0.172262273755143,0.857179140319821,113.25204173644,"K03761","kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease"
"668",0.174026276936315,0.864660498729983,113.146196588477,"K18954","pobR; AraC family transcriptional regulator, transcriptional activator of pobA"
"669",0.175480626395332,0.870583257109279,113.059492192021,"K11903","hcp; type VI secretion system secreted protein Hcp"
"670",0.178766621172095,0.885561814433109,112.865410537489,"K01608","gcl; tartronate-semialdehyde synthase [EC:4.1.1.47]"
"671",0.179768475815523,0.889197572625515,112.806729067495,"K05795","terD; tellurium resistance protein TerD"
"672",0.180358620967227,0.890789081830693,112.772268114848,"K05878","dhaK; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]"
"673",0.182316698956175,0.898237408716919,112.658481186518,"K03092","rpoN; RNA polymerase sigma-54 factor"
"674",0.182407958263092,0.898237408716919,112.653198499902,"K02025","ABC.MS.P; multiple sugar transport system permease protein"
"675",0.184654796601599,0.907954473956601,112.523704535495,"K07241","hoxN, nixA; nickel/cobalt transporter (NiCoT) family protein"
"676",0.187881140696118,0.922451931908898,112.339628348314,"K00937","ppk1; polyphosphate kinase [EC:2.7.4.1]"
"677",0.188543171317758,0.923183614963515,112.302123498206,"K00111","glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
"678",0.188586469100712,0.923183614963515,112.299673745417,"K07006","K07006; uncharacterized protein"
"679",0.189371943210805,0.925663445532638,112.255298423306,"K01685","uxaA; altronate hydrolase [EC:4.2.1.7]"
"680",0.190348366797271,0.929067984411975,112.200309133466,"K02452","gspC; general secretion pathway protein C"
"681",0.191270691512811,0.932198862160088,112.14854169825,"K07079","K07079; uncharacterized protein"
"682",0.191898781346354,0.933634346970645,112.113385360957,"K03639","moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]"
"683",0.192351465788346,0.933634346970645,112.088095226808,"K21613","scmP; N-acetylcysteine deacetylase [EC:3.5.1.-]"
"684",0.192409127245532,0.933634346970645,112.084876737981,"K01026","pct; propionate CoA-transferase [EC:2.8.3.1]"
"685",0.194070477882247,0.94032104538858,111.992423062172,"K00681","ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]"
"686",0.195459046866671,0.944999147944625,111.915557302575,"K07150","K07150; uncharacterized protein"
"687",0.195605427730629,0.944999147944625,111.90747562103,"K15555","ssuB; sulfonate transport system ATP-binding protein [EC:7.6.2.14]"
"688",0.196747475999009,0.949134989594056,111.844561987549,"K07300","chaA, CAX; Ca2+:H+ antiporter"
"689",0.197597814093232,0.951853621154478,111.797876855318,"K13012","wbqP; O-antigen biosynthesis protein WbqP"
"690",0.198088423962383,0.952834027726303,111.771002550844,"K04031","eutS; ethanolamine utilization protein EutS"
"691",0.199516821878927,0.958315965001679,111.693010827255,"K20038","cutC; choline trimethylamine-lyase [EC:4.3.99.4]"
"692",0.200219367931279,0.960300696768664,111.654787699404,"K02473","wbpP; UDP-N-acetylglucosamine/UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase [EC:5.1.3.7 5.1.3.45]"
"693",0.201013805629107,0.962086152461647,111.611672405904,"K19504","gfrE; glucoselysine-6-phosphate deglycase"
"694",0.20117137385007,0.962086152461647,111.603134412859,"K03800","lplA, lplJ, lipL1; lipoate---protein ligase [EC:6.3.1.20]"
"695",0.202153101213579,0.965390133709164,111.550038266564,"K01799","nicE, maiA; maleate isomerase [EC:5.2.1.1]"
"696",0.203204941002249,0.967733186719079,111.493339480725,"K07726","K07726; putative transcriptional regulator"
"697",0.203226884948237,0.967733186719079,111.492158677177,"K07795","tctC; putative tricarboxylic transport membrane protein"
"698",0.207600281813566,0.98361656641937,111.258485904624,"K07454","K07454; putative restriction endonuclease"
"699",0.207633019157942,0.98361656641937,111.256749004896,"K02299","cyoC; cytochrome o ubiquinol oxidase subunit III"
"700",0.207714421560772,0.98361656641937,111.25243092976,"K17810","asl; D-aspartate ligase [EC:6.3.1.12]"
"701",0.207747879801138,0.98361656641937,111.2506564246,"K07225","hmuS; putative hemin transport protein"
"702",0.208339061953732,0.985010465276973,111.219333111812,"K00598","tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]"
"703",0.208673423571214,0.985187898766513,111.201643018246,"K18911","egtD; L-histidine Nalpha-methyltransferase [EC:2.1.1.44]"
"704",0.210872581253426,0.994156388039945,111.08575162111,"K16013","cydD; ATP-binding cassette, subfamily C, bacterial CydD"
"705",0.212970557228615,1,110.975924866139,"K03300","TC.CITMHS; citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family"
"706",0.21342424281104,1,110.952267551782,"K19068","wbjC; UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]"
"707",0.213531084041262,1,110.946701095228,"K02171","blaI; BlaI family transcriptional regulator, penicillinase repressor"
"708",0.214442842404756,1,110.899271572415,"K02291","crtB; 15-cis-phytoene synthase [EC:2.5.1.32]"
"709",0.215545453503238,1,110.842088108433,"K03449","MFS.CP; MFS transporter, CP family, cyanate transporter"
"710",0.21644235485636,1,110.795712477768,"K03750","moeA; molybdopterin molybdotransferase [EC:2.10.1.1]"
"711",0.216468004161141,1,110.794388068711,"K18640","parM, stbA; plasmid segregation protein ParM"
"712",0.217057719218481,1,110.763965846453,"K02416","fliM; flagellar motor switch protein FliM"
"713",0.217182264186882,1,110.757547638695,"K24217","mnaT; L-amino acid N-acyltransferase [EC:2.3.1.-]"
"714",0.217605357222811,1,110.735761972588,"K11755","hisIE; phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31]"
"715",0.217983503010679,1,110.716313776691,"K22083","mgsC; methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21]"
"716",0.218605941819674,1,110.684348701548,"K11752","ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]"
"717",0.218647207636917,1,110.682231582805,"K02422","fliS; flagellar secretion chaperone FliS"
"718",0.220440461559311,1,110.590476386973,"K05786","rarD; chloramphenicol-sensitive protein RarD"
"719",0.223781609175561,1,110.420785862773,"K15554","ssuC; sulfonate transport system permease protein"
"720",0.224434277705152,1,110.387826925987,"K01556","KYNU, kynU; kynureninase [EC:3.7.1.3]"
"721",0.224793178609282,1,110.369728833417,"K13953","adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"
"722",0.226165921074402,1,110.30067498904,"K08151","tetA; MFS transporter, DHA1 family, tetracycline resistance protein"
"723",0.227775989811931,1,110.220020055308,"K01303","APEH; acylaminoacyl-peptidase [EC:3.4.19.1]"
"724",0.228110469463241,1,110.203309813956,"K10107","kpsE; capsular polysaccharide transport system permease protein"
"725",0.228285807272458,1,110.194556300534,"K02002","proX; glycine betaine/proline transport system substrate-binding protein"
"726",0.23142747063967,1,110.038424588887,"K07793","tctA; putative tricarboxylic transport membrane protein"
"727",0.232242022851237,1,109.998161028985,"K03744","lemA; LemA protein"
"728",0.232781723992039,1,109.971532071256,"K02417","fliN; flagellar motor switch protein FliN"
"729",0.233312203709878,1,109.945395659861,"K02775","gatC, sgcC; galactitol PTS system EIIC component"
"730",0.233509759085063,1,109.935671706627,"K01935","bioD; dethiobiotin synthetase [EC:6.3.3.3]"
"731",0.234472122786714,1,109.888376010302,"K05603","hutF; formimidoylglutamate deiminase [EC:3.5.3.13]"
"732",0.238549132845073,1,109.689336302546,"K00537","arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1]"
"733",0.239530313566916,1,109.641749740933,"K11261","fwdE, fmdE; formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]"
"734",0.245092850832341,1,109.374207501369,"K19334","tabA; biofilm protein TabA"
"735",0.247506690927461,1,109.259261221305,"K01209","abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]"
"736",0.248545284695758,1,109.210012796009,"K06201","cutC; copper homeostasis protein"
"737",0.250207250245612,1,109.131462953319,"K03119","tauD; taurine dioxygenase [EC:1.14.11.17]"
"738",0.251746492216754,1,109.058993080985,"K15586","nikC, cntC; nickel transport system permease protein"
"739",0.253705008921804,1,108.967166203703,"K16926","htsT; energy-coupling factor transport system substrate-specific component"
"740",0.25381512488097,1,108.962015922327,"K04749","rsbV; anti-sigma B factor antagonist"
"741",0.255636994054682,1,108.876997157421,"K18866","vanXY; zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]"
"742",0.256724873130233,1,108.826402333727,"K00852","rbsK, RBKS; ribokinase [EC:2.7.1.15]"
"743",0.257452968249696,1,108.792611278856,"K02000","proV; glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]"
"744",0.26119132251138,1,108.619996392644,"K09861","K09861; uncharacterized protein"
"745",0.263065827998243,1,108.533989475224,"K03088","rpoE; RNA polymerase sigma-70 factor, ECF subfamily"
"746",0.263451200676746,1,108.51635211548,"K02609","paaA; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]"
"747",0.263451200676746,1,108.51635211548,"K02610","paaB; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB"
"748",0.263767680018015,1,108.501879063271,"K02035","ABC.PE.S; peptide/nickel transport system substrate-binding protein"
"749",0.268377523138188,1,108.292199212018,"K18702","uctC; CoA:oxalate CoA-transferase [EC:2.8.3.19]"
"750",0.268546179979385,1,108.284567523246,"K09691","wzt, rfbB; homopolymeric O-antigen transport system ATP-binding protein [EC:7.5.2.14]"
"751",0.26879170527854,1,108.27346249311,"K08281","pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]"
"752",0.270696939583809,1,108.187487197943,"K14155","patB, malY; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"
"753",0.270699049001463,1,108.187392201806,"K02654","pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]"
"754",0.270927038115653,1,108.17712737572,"K01728","pel; pectate lyase [EC:4.2.2.2]"
"755",0.27243188833789,1,108.109497857778,"K02556","motA; chemotaxis protein MotA"
"756",0.274073716430251,1,108.035955488479,"K01753","dsdA; D-serine dehydratase [EC:4.3.1.18]"
"757",0.277899228933713,1,107.865564916805,"K01215","dexB; glucan 1,6-alpha-glucosidase [EC:3.2.1.70]"
"758",0.278809958175234,1,107.825196193455,"K09384","K09384; uncharacterized protein"
"759",0.280052508674047,1,107.770238682473,"K18231","msr, vmlR; macrolide transport system ATP-binding/permease protein"
"760",0.281885448966566,1,107.689417390201,"K00196","cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit"
"761",0.282848818658606,1,107.647056428177,"K07346","fimC; fimbrial chaperone protein"
"762",0.283012511295996,1,107.639866585663,"K20461","nukG, mcdG, sboG; lantibiotic transport system permease protein"
"763",0.283783918807477,1,107.606015287554,"K28279","vapC22; ribonuclease VapC22 [EC:3.1.-.-]"
"764",0.284910942682162,1,107.556650375739,"K07488","K07488; transposase"
"765",0.286347647475278,1,107.493877589529,"K03924","moxR; MoxR-like ATPase [EC:3.6.3.-]"
"766",0.287653397783692,1,107.436977069312,"K04033","eutR; AraC family transcriptional regulator, ethanolamine operon transcriptional activator"
"767",0.291625332980187,1,107.264758329321,"K11178","yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]"
"768",0.291639883938254,1,107.264129777923,"K03688","ubiB, aarF; ubiquinone biosynthesis protein"
"769",0.293480038393065,1,107.18477826268,"K07160","pxpA; 5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]"
"770",0.30025477038405,1,106.894924072619,"K01130","atsA, aslA; arylsulfatase [EC:3.1.6.1]"
"771",0.300832529421753,1,106.870367346454,"K06898","larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]"
"772",0.303563981001478,1,106.754607933452,"K11472","glcE; glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]"
"773",0.304774965018857,1,106.703461881986,"K07138","K07138; uncharacterized protein"
"774",0.308886422976246,1,106.530602301077,"K03407","cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
"775",0.309308804011952,1,106.512911928713,"K00605","gcvT, AMT; glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]"
"776",0.310912752533212,1,106.445848042952,"K06148","ABCC-BAC; ATP-binding cassette, subfamily C, bacterial"
"777",0.311644923137907,1,106.41529400474,"K13252","ptcA; putrescine carbamoyltransferase [EC:2.1.3.6]"
"778",0.311960477685216,1,106.402137053847,"K04565","SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]"
"779",0.314086411233778,1,106.313674101081,"K07344","trbL; type IV secretion system protein TrbL"
"780",0.315187957207013,1,106.267957545933,"K10914","crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"
